athlete_id,age,team_id,game_id,sport_id,event_id,medal
15,34,350,8,9,19,
47,26,742,8,7,68,
58,NA,154,8,29,75,
58,NA,154,8,29,76,
79,23,198,8,27,92,
385,22,1019,8,3,3,S
398,24,675,8,26,64,
519,24,413,8,7,104,G
519,24,413,8,7,148,
519,24,413,8,7,67,S
677,55,362,8,14,282,
696,NA,96,8,24,153,
744,23,477,8,3,3,
783,31,810,8,7,47,
913,38,362,8,26,354,
913,38,362,8,26,355,
928,31,810,8,24,106,
968,28,71,8,30,361,
977,31,1012,8,30,84,
977,31,1012,8,30,365,
986,30,705,8,24,343,
1015,53,96,8,26,376,
1015,53,96,8,26,377,
1015,53,96,8,26,64,
1061,27,1019,8,32,192,
1061,27,1020,8,32,93,
1064,23,1019,8,17,78,
1124,23,308,8,26,65,
1124,23,308,8,24,57,
1255,NA,656,8,7,104,
1255,NA,656,8,7,148,
1284,NA,656,8,7,29,
1293,20,119,8,11,61,
1346,26,350,8,18,255,S
1458,24,656,8,7,104,
1458,24,656,8,7,148,
1480,32,71,8,17,127,S
1594,NA,1071,8,18,152,
1726,26,742,8,24,56,
1726,26,742,8,24,57,
1726,26,742,8,24,58,
1726,26,742,8,24,153,
2280,26,96,8,7,142,
2297,45,1019,8,24,56,
2297,45,1019,8,24,105,
2297,45,1019,8,24,58,
2354,25,362,8,7,68,
2367,NA,1019,8,22,157,B
2367,NA,1019,8,22,208,G
2407,22,507,8,7,142,
2434,NA,413,8,29,453,S
2638,22,1012,8,3,3,B
2725,23,507,8,3,3,
2816,21,362,8,7,101,
2883,23,45,8,22,98,
2903,46,362,8,14,500,
2903,46,362,8,14,500,
2903,46,362,8,14,500,
2911,34,1096,8,24,105,
3026,NA,249,8,24,57,
3026,NA,249,8,24,58,
3034,34,984,8,32,93,
3038,28,982,8,32,192,
3038,28,984,8,32,93,
3165,29,982,8,25,295,
3165,29,982,8,25,296,
3175,18,982,8,32,509,
3175,18,983,8,32,510,
3175,18,982,8,32,511,
3231,37,507,8,25,295,
3231,37,507,8,25,296,
3231,37,507,8,25,297,
3231,37,507,8,25,298,B
3257,30,602,8,17,127,
3325,36,982,8,11,340,
3325,36,25,8,11,334,
3337,27,45,8,26,65,
3365,29,507,8,7,167,
3365,29,507,8,7,518,
3367,NA,507,8,20,43,
3520,NA,656,8,7,116,
3520,NA,656,8,7,119,
3621,NA,419,8,26,376,
3713,21,273,8,29,75,
3733,19,273,8,18,255,
3744,32,273,8,14,282,
3766,22,742,8,7,518,
3791,NA,45,8,22,98,
3836,23,1096,8,7,101,
3849,22,1096,8,7,29,
3851,23,1096,8,7,224,
3904,31,1012,8,20,43,
3912,28,1012,8,20,43,
3922,38,1012,8,26,376,
3922,38,1012,8,26,377,
3996,33,1012,8,20,43,
4001,26,982,8,7,518,
4001,26,982,8,7,501,
4001,26,982,8,7,502,
4042,22,1121,8,3,3,G
4059,34,362,8,7,115,
4099,18,362,8,14,500,
4106,24,1012,8,27,174,
4236,18,71,8,17,118,
4265,25,742,8,26,376,
4265,25,742,8,26,377,
4290,29,66,8,18,95,
4394,NA,419,8,26,377,
4399,28,1012,8,25,362,
4406,NA,259,8,20,43,
4432,28,413,8,20,43,
4432,28,413,8,9,15,
4432,28,413,8,9,292,
4432,28,413,8,9,108,
4445,NA,591,8,29,75,
4460,32,507,8,24,106,G
4472,42,96,8,24,57,
4472,42,96,8,24,58,S
4494,20,1019,8,29,75,
4494,20,1019,8,29,76,
4556,32,1019,8,24,105,
4556,32,1019,8,24,57,
4556,32,1019,8,24,58,
4596,19,259,8,9,15,
4596,19,259,8,9,292,
4596,19,259,8,9,108,
4603,24,331,8,7,50,
4607,36,350,8,18,280,G
4741,NA,362,8,18,255,
4748,36,567,8,29,290,
4842,21,362,8,52,433,S
4902,17,1178,8,9,108,
4955,NA,362,8,14,307,
5017,NA,507,8,24,105,
5031,22,1096,8,7,555,
5077,23,1121,8,3,3,G
5120,NA,448,8,7,116,
5120,NA,448,8,7,119,
5120,NA,448,8,7,224,
5124,30,1012,8,33,110,
5128,NA,861,8,52,433,B
5160,30,413,8,30,361,
5169,32,174,8,7,104,
5169,32,174,8,7,148,
5169,32,174,8,7,67,
5190,27,362,8,7,115,
5386,NA,413,8,26,64,
5389,42,362,8,25,297,
5389,42,362,8,25,298,
5590,35,419,8,20,43,
5602,23,273,8,18,152,
5609,23,742,8,7,29,
5609,23,742,8,7,198,
5636,NA,567,8,3,3,
5642,51,273,8,14,282,
5718,22,350,8,7,116,
5718,22,350,8,7,143,
5752,NA,154,8,29,75,
5752,NA,154,8,29,76,
5793,NA,419,8,7,144,
5793,NA,419,8,7,142,
5831,23,967,8,7,101,S
5855,22,413,8,17,78,
5964,NA,448,8,26,376,
5964,NA,448,8,26,377,B
6014,32,66,8,7,424,
6022,21,1096,8,20,43,B
6028,NA,413,8,17,78,
6045,41,350,8,26,65,
6045,41,350,8,26,354,
6045,41,350,8,26,588,
6045,41,350,8,26,355,
6045,41,350,8,26,603,
6083,21,350,8,33,110,
6255,21,174,8,7,116,
6255,21,174,8,7,143,
6396,15,705,8,27,109,
6454,25,1178,8,3,3,
6521,26,273,8,32,192,
6521,26,275,8,32,93,
6573,NA,507,8,9,292,
6573,NA,507,8,9,108,
6598,27,1012,8,20,43,
6619,36,413,8,18,254,
6620,30,413,8,18,204,
6661,22,742,8,7,518,
6692,21,477,8,18,136,B
6893,31,1096,8,26,65,G
6916,21,413,8,9,107,
6926,NA,362,8,18,172,
7157,22,259,8,30,279,
7157,22,259,8,9,107,
7169,44,96,8,26,376,
7169,44,96,8,26,377,
7169,44,96,8,26,64,
7192,19,591,8,3,3,
7213,22,507,8,3,3,
7245,44,45,8,26,65,
7265,36,1071,8,24,153,
7293,NA,507,8,20,43,
7326,NA,507,8,22,208,
7370,26,507,8,3,3,
7383,18,982,8,22,208,
7393,NA,419,8,20,43,
7420,49,507,8,24,106,G
7426,NA,413,8,14,307,
7426,NA,413,8,14,620,
7426,NA,413,8,14,282,
7426,NA,413,8,14,282,
7426,NA,413,8,14,282,
7580,23,705,8,30,219,
7684,16,477,8,9,107,
7701,20,362,8,7,119,
7723,23,362,8,7,518,
7724,21,362,8,7,48,
7730,22,413,8,27,174,
7758,24,507,8,3,3,
7805,22,567,8,3,3,
7806,24,567,8,3,3,
7808,21,567,8,3,3,
7822,43,273,8,24,343,
7830,25,1096,8,33,110,
7833,23,413,8,22,98,
7887,NA,413,8,9,294,
7887,NA,413,8,9,231,S
7932,23,477,8,3,3,
7963,17,1096,8,7,47,G
7969,19,174,8,7,50,
7973,48,174,8,26,581,S
8000,19,413,8,22,208,
8007,16,705,8,9,231,
8007,16,705,8,9,409,
8009,NA,362,8,14,282,
8009,NA,362,8,14,282,
8045,32,675,8,11,340,
8090,NA,498,8,20,43,
8095,48,413,8,56,497,B
8183,44,1096,8,25,295,
8183,44,1096,8,25,296,
8183,44,1096,8,25,297,
8183,44,1096,8,25,298,
8217,30,259,8,24,106,
8219,21,71,8,27,174,
8220,28,477,8,20,43,
8261,21,861,8,3,3,
8262,16,477,8,9,150,B
8327,23,413,8,33,110,
8341,54,71,8,26,66,
8341,54,71,8,26,581,
8365,23,591,8,3,3,
8421,NA,413,8,27,111,
8467,33,507,8,24,58,B
8505,25,982,8,20,43,
8515,24,96,8,3,3,
8594,28,362,8,3,3,
8608,24,810,8,3,3,
8671,NA,362,8,22,98,
8720,20,1096,8,9,169,G
8744,23,567,8,18,38,
8754,29,362,8,3,3,
8783,21,362,8,18,38,
8792,NA,71,8,26,66,
8792,NA,71,8,26,581,
8819,22,602,8,3,3,
8829,26,982,8,27,92,
8858,25,413,8,17,118,
8875,26,362,8,52,433,S
8883,NA,1071,8,3,3,
8909,24,66,8,32,192,
8909,24,66,8,32,93,
9052,46,174,8,26,66,
9052,46,174,8,26,581,S
9092,42,96,8,24,105,S
9094,32,66,8,9,15,
9094,32,66,8,9,292,B
9094,32,66,8,9,108,S
9102,NA,413,8,27,92,
9203,NA,71,8,17,127,
9225,21,1096,8,30,219,G
9225,21,1096,8,30,361,S
9233,NA,498,8,20,43,
9258,22,413,8,7,29,
9316,28,477,8,7,29,
9318,NA,1019,8,3,3,S
9325,20,96,8,27,90,B
9391,29,362,8,52,433,S
9409,23,362,8,52,433,S
9431,20,45,8,9,108,
9449,24,705,8,22,79,G
9481,22,1071,8,3,3,
9543,NA,967,8,27,109,
9545,23,174,8,27,335,
9580,NA,1019,8,18,204,
9628,25,174,8,22,98,S
9678,NA,1096,8,14,307,
9734,NA,507,8,26,581,
9752,NA,1121,8,24,57,
9752,NA,1121,8,24,58,
9752,NA,1121,8,24,153,
9752,NA,1121,8,24,106,
9837,38,174,8,22,378,
9955,42,362,8,14,500,
9955,42,362,8,14,500,
9956,NA,419,8,7,555,
9956,NA,419,8,7,224,
10093,23,413,8,7,501,
10093,23,413,8,7,502,
10241,NA,861,8,52,433,B
10281,32,259,8,18,152,
10282,32,362,8,7,198,
10308,29,96,8,24,153,
10318,24,982,8,9,108,
10345,25,413,8,22,378,G
10372,22,1012,8,9,231,B
10381,26,350,8,7,144,B
10381,26,350,8,7,501,
10381,26,350,8,7,502,G
10417,NA,45,8,17,151,
10456,38,362,8,14,307,
10514,26,1012,8,27,92,
10530,NA,71,8,18,152,
10564,20,1012,8,7,144,
10564,20,1012,8,7,501,
10564,20,1012,8,7,502,
10573,21,1012,8,27,82,
10622,NA,1071,8,18,38,
10636,NA,198,8,29,202,
10636,NA,198,8,29,453,
10638,28,498,8,7,198,
10642,49,816,8,26,377,
10661,NA,96,8,17,127,
10683,23,362,8,7,101,
10719,21,507,8,27,174,
10754,NA,507,8,22,208,
10783,41,96,8,24,105,S
10797,NA,507,8,20,43,
10820,20,507,8,27,73,
10836,33,273,8,24,56,
10836,33,273,8,24,105,
10836,33,273,8,24,57,
10836,33,273,8,24,58,
10836,33,273,8,24,153,
10836,33,273,8,24,106,
10859,48,477,8,24,105,B
10859,48,477,8,24,106,S
10867,39,507,8,24,58,B
10867,39,507,8,24,153,
10867,39,507,8,24,106,G
10872,31,507,8,7,142,S
10986,NA,362,8,14,282,
11046,33,1096,8,26,65,
11050,NA,362,8,22,98,
11078,19,967,8,7,104,
11078,19,967,8,7,116,
11078,19,967,8,7,67,
11228,30,507,8,9,19,
11298,NA,259,8,9,107,
11298,NA,259,8,9,15,
11298,NA,259,8,9,108,
11308,NA,1019,8,17,77,
11353,NA,1019,8,20,43,
11422,18,982,8,27,82,
11425,22,45,8,26,65,
11441,33,362,8,25,295,
11441,33,362,8,25,296,
11614,43,413,8,56,497,B
11619,24,507,8,24,153,
11619,24,507,8,24,106,G
11646,23,362,8,52,433,S
11679,22,477,8,3,3,
11759,22,1019,8,30,279,
11765,48,413,8,24,57,
11765,48,413,8,24,58,
11767,24,507,8,7,142,
11844,20,477,8,9,19,
11935,28,1012,8,29,75,
11935,28,1012,8,29,76,B
11936,40,742,8,32,509,
11936,40,744,8,32,510,
11971,40,174,8,22,157,S
11981,41,174,8,26,581,S
11984,24,174,8,27,90,
12006,24,413,8,7,115,
12061,29,498,8,32,509,
12061,29,500,8,32,510,
12061,29,498,8,32,511,
12114,20,362,8,29,75,G
12114,20,362,8,29,76,G
12186,29,507,8,7,142,
12207,19,1019,8,29,75,
12207,19,1019,8,29,76,
12286,22,96,8,20,43,S
12286,22,96,8,9,150,
12287,32,96,8,20,43,S
12336,27,1012,8,7,163,
12364,21,1096,8,24,56,
12560,21,107,8,11,61,G
12690,28,1096,8,56,497,S
12810,28,705,8,20,43,
12811,32,705,8,20,43,
12814,26,1012,8,29,75,
12814,26,1012,8,29,76,B
12913,23,705,8,20,43,
12966,36,1096,8,26,64,
12966,36,1096,8,26,354,G
12966,36,1096,8,26,588,B
12966,36,1096,8,26,355,
12966,36,1096,8,26,603,
13005,NA,45,8,24,57,
13011,NA,507,8,32,509,
13031,20,705,8,9,231,
13032,23,705,8,7,116,
13032,23,705,8,7,119,
13073,20,705,8,22,98,
13081,21,507,8,7,104,
13081,21,507,8,7,67,
13086,29,675,8,26,64,
13101,22,507,8,18,168,
13114,NA,861,8,3,3,
13158,25,567,8,3,3,
13170,36,507,8,17,77,
13177,21,507,8,27,90,
13201,NA,507,8,24,105,
13221,26,507,8,7,119,
13237,NA,1019,8,24,343,
13238,24,362,8,3,3,
13243,NA,362,8,18,38,
13247,39,273,8,14,282,
13249,29,362,8,52,433,S
13283,23,154,8,3,3,
13295,30,1096,8,25,295,
13295,30,1096,8,25,296,
13301,21,362,8,7,167,B
13301,21,362,8,7,518,
13306,35,96,8,25,297,
13306,35,96,8,25,298,
13310,NA,362,8,22,157,
13311,NA,362,8,22,157,
13337,NA,96,8,29,453,
13353,21,705,8,7,67,B
13353,21,705,8,7,68,
13365,25,1096,8,7,144,
13365,25,1096,8,7,501,
13365,25,1096,8,7,502,S
13426,44,362,8,26,64,
13446,22,1012,8,9,15,
13446,22,1012,8,9,292,
13446,22,1012,8,9,108,B
13447,22,1012,8,9,107,
13447,22,1012,8,9,15,S
13447,22,1012,8,9,292,S
13447,22,1012,8,9,108,B
13488,21,45,8,22,98,
13491,29,1012,8,18,152,
13565,25,1019,8,7,104,
13565,25,1019,8,7,148,
13565,25,1019,8,7,67,
13568,NA,71,8,30,219,
13600,25,362,8,32,192,
13600,25,362,8,32,510,
13600,25,365,8,32,93,B
13681,NA,362,8,24,343,
13688,29,810,8,26,65,
13688,29,810,8,26,376,
13688,29,810,8,26,377,
13709,18,507,8,7,424,
13725,36,705,8,29,379,B
13725,36,705,8,29,290,
13762,NA,96,8,26,66,
13762,NA,96,8,26,581,
13774,NA,1019,8,22,113,B
13777,NA,1019,8,29,75,
13777,NA,1019,8,29,76,
13779,22,507,8,29,202,
13877,NA,96,8,18,280,
13880,35,507,8,17,127,
13925,48,362,8,14,500,
14038,17,1096,8,29,75,
14038,17,1096,8,29,76,
14058,20,705,8,32,509,
14058,20,705,8,32,510,B
14074,43,413,8,26,65,
14080,35,362,8,18,193,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14083,NA,362,8,14,500,
14093,44,362,8,25,362,
14114,21,365,8,32,511,
14116,44,362,8,14,500,
14129,20,174,8,9,107,
14158,24,362,8,52,433,S
14164,NA,362,8,7,29,
14171,NA,362,8,14,282,
14194,NA,362,8,9,19,
14206,35,705,8,26,377,
14231,21,413,8,22,208,
14245,33,413,8,25,295,
14245,33,413,8,25,296,
14245,33,413,8,25,297,
14245,33,413,8,25,298,
14273,22,1096,8,7,104,
14317,22,1096,8,24,56,
14317,22,1096,8,24,105,
14337,27,66,8,7,119,
14337,27,66,8,7,50,
14337,27,66,8,7,74,
14357,23,362,8,3,3,
14369,NA,413,8,9,169,
14381,21,1096,8,27,109,B
14392,NA,259,8,18,255,
14472,NA,413,8,26,64,
14528,NA,498,8,20,43,
14607,NA,138,8,22,113,
14609,24,138,8,22,113,
14657,25,705,8,22,208,
14658,23,705,8,22,208,
14695,24,1012,8,7,67,
14719,21,602,8,9,169,
14861,47,1096,8,24,105,
14861,47,1096,8,24,57,
14861,47,1096,8,24,58,
14868,22,705,8,3,3,
14877,44,697,8,11,61,B
14883,22,273,8,32,509,
14883,22,273,8,32,510,
14916,25,350,8,33,110,
14967,24,507,8,29,75,
14967,24,507,8,29,76,
14994,25,96,8,25,295,
14994,25,96,8,25,296,
15013,18,45,8,7,116,
15017,20,1096,8,9,15,
15017,20,1096,8,9,108,G
15146,23,362,8,30,219,
15190,34,413,8,7,144,
15196,29,1096,8,3,3,
15213,19,66,8,29,453,
15224,25,96,8,7,104,
15224,25,96,8,7,148,
15300,44,705,8,14,689,
15334,20,1012,8,3,3,B
15358,39,413,8,25,295,
15358,39,413,8,25,296,
15364,21,1096,8,7,47,B
15367,43,413,8,24,106,
15369,24,1096,8,7,115,
15403,29,96,8,7,142,
15404,25,705,8,7,104,
15404,25,705,8,7,148,
15404,25,705,8,7,67,B
15405,31,362,8,32,510,
15405,31,365,8,32,511,
15439,24,96,8,22,208,
15444,22,362,8,27,90,
15448,23,705,8,7,142,
15454,41,705,8,24,57,
15454,41,705,8,24,58,
15530,NA,413,8,13,21,
15530,NA,413,8,13,22,
15530,NA,413,8,13,24,
15530,NA,413,8,13,25,
15530,NA,413,8,13,26,
15530,NA,413,8,13,27,
15530,NA,413,8,13,28,
15530,NA,413,8,13,487,
15530,NA,413,8,13,692,
15559,22,1096,8,7,48,S
15638,NA,259,8,29,290,
15638,NA,259,8,29,453,
15641,33,810,8,26,377,
15648,16,982,8,27,92,
15706,28,364,8,32,93,S
15716,35,705,8,26,65,
15780,22,45,8,7,181,S
15785,24,507,8,7,119,
15785,24,507,8,7,50,
15785,24,507,8,7,518,
15793,25,413,8,25,295,
15793,25,413,8,25,296,
15797,30,1012,8,17,127,
15811,NA,71,8,24,105,
15927,47,810,8,11,340,
15949,22,810,8,22,208,
16017,NA,259,8,25,295,
16017,NA,259,8,25,296,
16018,30,362,8,24,57,
16018,30,362,8,24,58,G
16034,24,1019,8,7,555,
16034,24,1019,8,7,224,
16140,25,413,8,20,43,
16198,28,96,8,33,110,
