athlete_id,age,team_id,game_id,sport_id,event_id,medal
12,31,350,44,10,16,
13,34,350,44,11,17,
18,31,350,44,7,29,
23,22,742,44,18,38,
30,30,705,44,22,46,
36,25,705,44,9,52,
36,25,705,44,9,53,
53,24,308,44,28,72,
68,23,45,44,9,52,
68,23,45,44,9,54,
70,26,249,44,30,84,
76,22,172,44,3,3,G
82,26,656,44,32,93,
106,34,507,44,22,112,G
118,22,308,44,29,75,
123,25,770,44,21,120,
131,33,74,44,17,124,
134,23,507,44,3,3,
136,29,507,44,1,1,
140,46,174,44,11,44,
152,34,174,44,11,44,
155,22,308,44,18,38,
171,25,308,44,38,137,
172,32,308,44,26,147,
177,23,308,44,29,75,
180,18,308,44,39,139,
181,18,308,44,39,139,
216,26,308,44,22,157,
217,22,308,44,27,158,
218,27,308,44,27,159,
244,22,308,44,13,21,
244,22,308,44,13,24,
244,22,308,44,13,25,
244,22,308,44,13,27,
244,22,308,44,13,28,
256,23,1096,44,7,144,
257,19,66,44,18,165,
264,29,174,44,18,172,
275,22,556,44,3,3,
276,28,618,44,21,120,
277,19,308,44,40,176,
277,19,308,44,40,177,
279,27,148,44,26,178,
280,19,1003,44,9,123,
290,14,81,44,9,179,
331,25,618,44,9,189,
336,32,74,44,18,95,
337,26,1123,44,27,69,G
339,29,74,44,18,193,G
351,23,1096,44,1,1,G
359,34,1123,44,7,117,
371,21,514,44,42,207,
376,31,514,44,29,75,
397,25,982,44,7,221,
411,22,332,44,7,142,G
423,22,1096,44,42,207,G
429,30,989,44,26,233,
429,30,989,44,26,234,
471,25,308,44,38,137,
473,27,308,44,16,88,
476,20,308,44,18,255,
479,30,1026,44,7,115,
486,20,683,44,3,3,
514,25,1012,44,18,166,
580,20,874,44,1,83,
598,16,526,44,9,188,
602,22,199,44,27,90,
637,31,249,44,22,112,
666,28,399,44,28,199,
675,25,413,44,7,181,
682,23,1083,44,7,50,
707,24,944,44,7,67,
737,25,1096,44,7,300,
755,23,1071,44,11,304,
812,30,967,44,32,93,
817,38,66,44,24,57,
817,38,66,44,24,58,
858,23,404,44,27,335,
873,28,15,44,9,150,
873,28,15,44,9,52,
903,22,1006,44,9,351,
903,22,1006,44,9,315,
920,27,962,44,7,50,
929,27,332,44,7,221,
946,26,587,44,7,142,
953,31,362,44,31,359,
960,23,1096,44,9,170,
991,24,771,44,7,104,
1000,26,591,44,1,1,B
1002,20,404,44,7,143,
1005,31,967,44,42,207,
1020,29,138,44,1,83,B
1022,29,705,44,42,207,
1023,21,138,44,1,83,B
1030,24,174,44,7,12,
1030,24,174,44,7,13,
1037,27,1084,44,18,165,
1084,19,308,44,28,141,
1086,27,496,44,28,200,
1088,24,722,44,7,268,
1088,24,722,44,7,246,
1097,23,419,44,20,43,
1110,25,1123,44,9,107,
1113,21,722,44,3,3,
1116,28,246,44,40,176,
1116,28,246,44,40,177,
1118,25,290,44,9,179,
1143,25,273,44,29,277,
1159,18,722,44,3,3,
1169,21,967,44,21,45,
1178,32,1096,44,3,3,
1221,23,249,44,38,164,G
1225,17,35,44,9,123,
1266,19,45,44,9,314,
1272,25,249,44,27,92,
1282,23,45,44,7,116,
1298,25,45,44,22,79,
1307,22,404,44,7,148,
1311,31,66,44,7,319,
1313,24,1096,44,38,164,
1371,23,770,44,7,148,
1375,23,770,44,21,120,
1379,34,401,44,47,272,B
1388,20,308,44,22,79,
1404,23,497,44,9,123,
1406,26,770,44,21,120,
1416,18,621,44,7,12,
1444,24,1096,44,22,98,
1448,23,399,44,30,279,
1467,26,45,44,21,45,S
1490,28,507,44,36,134,
1497,25,362,44,18,280,
1498,23,413,44,11,340,G
1499,35,967,44,11,304,
1500,22,1096,44,42,207,G
1511,24,716,44,7,144,
1521,22,683,44,7,257,
1529,23,794,44,38,164,
1534,29,66,44,29,290,
1534,29,66,44,29,431,G
1540,27,1084,44,26,147,
1540,27,1084,44,26,180,
1540,27,1084,44,26,64,
1541,17,722,44,3,3,
1546,17,419,44,43,210,B
1552,23,722,44,3,55,
1554,35,249,44,42,207,S
1555,19,913,44,27,111,
1559,25,477,44,7,183,
1562,20,722,44,27,69,
1563,20,722,44,7,13,
1566,24,237,44,18,172,
1573,24,514,44,42,207,
1587,23,1071,44,37,263,
1587,23,1071,44,37,264,
1603,31,1071,44,11,17,
1640,19,255,44,26,178,
1641,24,1123,44,18,193,
1655,25,535,44,30,84,
1657,21,557,44,17,162,
1661,14,86,44,9,408,
1672,25,722,44,3,55,
1681,27,722,44,40,281,
1700,25,874,44,20,125,B
1712,22,404,44,7,13,
1722,29,770,44,22,378,
1740,30,874,44,22,98,
1741,20,1123,44,26,161,
1741,20,1123,44,26,414,
1748,28,1071,44,7,103,
1775,31,899,44,7,181,
1790,23,556,44,3,3,
1809,29,831,44,26,178,
1815,27,576,44,17,151,
1818,31,556,44,7,143,
1836,19,899,44,7,116,
1836,19,899,44,7,143,
1837,18,899,44,7,143,
1840,24,899,44,7,143,
1849,23,556,44,3,3,
1855,28,758,44,7,67,
1857,23,772,44,7,319,
1858,33,556,44,26,446,B
1867,28,899,44,28,448,
1875,19,831,44,7,198,
1885,28,899,44,25,62,
1889,31,899,44,25,62,B
1899,22,526,44,28,200,
1904,23,556,44,7,143,
1911,32,899,44,25,62,
1934,24,831,44,40,281,
1942,25,556,44,7,143,
1956,16,81,44,7,12,
1959,28,758,44,7,148,
1959,28,758,44,7,67,
1961,19,556,44,3,3,
1968,18,831,44,7,143,
1971,23,899,44,7,163,
1983,25,526,44,7,119,
1987,29,556,44,3,3,
2005,18,1170,44,7,116,
2011,21,899,44,9,387,
2012,14,758,44,9,123,
2017,30,526,44,26,64,
2020,16,556,44,9,150,
2025,36,1094,44,26,66,
2025,36,1094,44,26,446,
2029,23,1094,44,26,178,
2037,21,1094,44,9,123,
2041,26,758,44,7,67,
2053,22,556,44,26,66,
2062,21,556,44,3,3,
2063,27,556,44,26,446,
2064,31,899,44,26,178,
2072,33,526,44,40,176,
2075,22,1094,44,7,148,
2076,27,308,44,16,88,
2079,20,831,44,7,68,
2080,22,831,44,7,143,
2083,23,556,44,3,3,
2086,30,556,44,9,188,
2088,23,556,44,3,3,
2111,37,758,44,26,147,
2111,37,758,44,26,64,
2112,37,556,44,26,178,
2121,20,899,44,7,68,
2127,28,899,44,7,104,
2127,28,899,44,7,67,
2148,21,556,44,7,116,
2148,21,556,44,7,143,
2165,28,758,44,7,67,
2170,23,899,44,7,115,S
2170,23,899,44,7,143,
2183,18,556,44,3,3,
2193,20,899,44,7,67,
2194,18,899,44,7,148,
2194,18,899,44,7,67,
2221,21,66,44,3,55,
2228,28,770,44,21,120,
2230,27,86,44,7,148,
2235,27,683,44,32,192,
2287,28,982,44,7,246,
2307,23,982,44,3,3,S
2326,19,722,44,27,335,
2385,21,1096,44,3,3,
2397,28,656,44,30,146,
2397,28,656,44,30,220,
2397,28,656,44,30,470,
2418,32,399,44,29,75,
2425,28,249,44,7,471,
2448,22,1096,44,7,300,
2455,21,861,44,17,398,
2469,28,591,44,7,198,G
2494,21,874,44,22,122,
2515,30,93,44,30,219,
2530,29,332,44,7,142,
2534,18,332,44,7,50,
2535,19,332,44,7,74,
2536,25,332,44,7,103,
2545,18,138,44,16,36,
2546,26,138,44,1,83,B
2558,22,138,44,3,3,
2565,32,413,44,29,273,
2579,23,1065,44,7,104,
2579,23,1065,44,7,67,
2583,23,174,44,22,245,B
2586,23,482,44,13,21,
2586,23,482,44,13,23,
2586,23,482,44,13,24,
2586,23,482,44,13,25,
2586,23,482,44,13,26,
2586,23,482,44,13,27,
2586,23,482,44,13,28,
2601,29,419,44,7,67,
2606,32,535,44,20,125,
2608,33,874,44,26,147,B
2608,33,874,44,26,180,
2621,32,967,44,42,207,
2622,23,967,44,42,207,
2641,35,482,44,26,178,
2642,32,507,44,7,425,
2656,23,556,44,24,56,
2679,20,770,44,27,92,
2687,31,721,44,7,104,
2714,18,721,44,7,268,
2720,16,287,44,7,257,
2721,27,413,44,30,279,
2721,27,413,44,30,485,
2732,40,174,44,11,17,
2735,41,874,44,26,65,G
2736,34,557,44,7,142,
2755,25,874,44,26,66,
2755,25,874,44,26,446,
2760,24,722,44,7,104,
2760,24,722,44,7,67,
2789,25,413,44,7,337,
2790,27,74,44,18,168,
2794,26,15,44,27,69,B
2814,26,941,44,39,139,
2815,26,941,44,39,139,
2834,23,440,44,7,101,
2850,26,66,44,21,45,G
2862,25,511,44,7,278,
2863,25,1096,44,1,1,G
2875,21,66,44,36,134,B
2877,26,413,44,33,358,B
2888,17,87,44,9,185,
2888,17,87,44,9,15,
2904,23,477,44,22,256,
2924,20,237,44,7,13,
2945,25,45,44,21,120,
2964,18,656,44,30,219,
2964,18,656,44,30,146,
2964,18,656,44,30,470,
2971,23,35,44,1,1,
3012,20,172,44,3,3,G
3023,37,982,44,7,103,
3055,22,722,44,7,337,S
3055,22,722,44,7,13,
3058,25,1071,44,17,127,
3064,24,45,44,2,91,
3070,23,1012,44,9,179,S
3070,23,1012,44,9,294,S
3070,23,1012,44,9,231,B
3104,26,1071,44,37,135,
3104,26,1071,44,37,331,
3124,27,861,44,22,98,
3138,22,1128,44,2,2,
3147,20,198,44,3,3,B
3159,26,249,44,27,335,
3184,22,45,44,26,147,
3184,22,45,44,26,180,
3184,22,45,44,26,64,
3186,28,982,44,30,279,
3189,24,982,44,22,46,
3192,25,982,44,2,223,
3195,20,249,44,17,447,
3198,30,249,44,36,134,
3203,22,138,44,3,3,
3249,21,874,44,13,21,
3249,21,874,44,13,22,B
3249,21,874,44,13,23,
3249,21,874,44,13,24,
3249,21,874,44,13,25,
3249,21,874,44,13,26,
3249,21,874,44,13,27,
3249,21,874,44,13,28,
3254,26,982,44,29,290,
3281,20,861,44,13,213,G
3281,20,861,44,13,214,G
3281,20,861,44,13,215,B
3281,20,861,44,13,216,
3281,20,861,44,13,217,
3281,20,861,44,13,218,
3282,35,716,44,18,152,
3302,28,490,44,7,103,
3308,21,507,44,22,399,
3319,30,982,44,21,120,
3321,38,362,44,26,147,
3321,38,362,44,26,180,
3321,38,362,44,26,64,
3324,22,982,44,21,120,
3328,16,507,44,43,210,
3329,26,45,44,11,393,B
3335,22,982,44,3,3,S
3360,27,71,44,7,224,
3363,23,1096,44,36,134,G
3366,23,507,44,3,3,
3396,16,491,44,30,146,
3411,21,80,44,7,268,
3428,40,889,44,26,66,
3443,23,874,44,9,54,
3452,24,362,44,31,235,
3452,24,362,44,31,439,
3458,21,1123,44,7,246,
3461,24,507,44,22,399,
3475,26,362,44,7,240,
3513,25,174,44,27,335,
3534,23,15,44,22,378,
3611,27,199,44,36,134,
3617,24,688,44,9,179,
3635,16,93,44,43,210,S
3659,16,246,44,32,93,
3663,24,404,44,7,67,
3671,22,742,44,24,184,
3671,22,742,44,24,533,
3683,32,399,44,7,425,
3701,27,273,44,16,36,G
