name,medal,city,noc,year,sport,event,gender,height,weight
JACOBS Lamont Marcell,G,Tokyo,ITA,2020,Athletics,Men's 4 x 100m Relay Team,M,,
JACOBSEN Ida Goertz,,Tokyo,DEN,2020,Rowing,Women's Four Team,F,,
JACOBSEN Marit,B,Tokyo,NOR,2020,Handball,Women Team,F,,
JACOBY Lydia,G,Tokyo,USA,2020,Swimming,Women's 100m Breaststroke,F,,
JACOBY Lydia,S,Tokyo,USA,2020,Swimming,Women's 4 x 100m Medley Relay Team,F,,
JACOBY Lydia,,Tokyo,USA,2020,Swimming,Mixed 4 x 100m Medley Relay Team,F,,
JACOME Antia,,Tokyo,ESP,2020,Canoe Sprint,Women's Canoe Single 200m,F,,
JACQUET Chloe,S,Tokyo,FRA,2020,Rugby Sevens,Women Team,F,,
JACQUET Marie,,Tokyo,FRA,2020,Rowing,Women's Quadruple Sculls Team,F,,
JACQUOT Paul,,Tokyo,SUI,2020,Rowing,Men's Four Team,M,,
JADHAV Pravin,,Tokyo,IND,2020,Archery,Men's Individual,M,,
JADHAV Pravin,,Tokyo,IND,2020,Archery,Men's Team,M,,
JADHAV Pravin,,Tokyo,IND,2020,Archery,Mixed Team,M,,
JAESCHKE Thomas,,Tokyo,USA,2020,Volleyball,Men Team,M,,
JAFAROV Emin,,Tokyo,AZE,2020,Shooting,Skeet Men,M,,
JAGER Maja,,Tokyo,DEN,2020,Archery,Women's Individual,F,,
JAGERS III Reggie,,Tokyo,USA,2020,Athletics,Men's Discus Throw,M,,
JAHN Lisa,,Tokyo,GER,2020,Canoe Sprint,Women's Canoe Single 200m,F,,
JAHN Lisa,,Tokyo,GER,2020,Canoe Sprint,Women's Canoe Double 500m Team,F,,
JAINAGA Odei,,Tokyo,ESP,2020,Athletics,Men's Javelin Throw,M,,
JAKABOS Zsuzsanna,,Tokyo,HUN,2020,Swimming,Women's 4 x 200m Freestyle Relay Team,F,,
JAKOBS Ismail,,Tokyo,GER,2020,Football,Men Team,M,,
JAKOBSEN Emil,S,Tokyo,DEN,2020,Handball,Men Team,M,,
JAKOBSSON Sofia,S,Tokyo,SWE,2020,Football,Women Team,F,,
JAKSCHIK Malte,S,Tokyo,GER,2020,Rowing,Men's Eight Team,M,,
JAKSIC Nikola,G,Tokyo,SRB,2020,Water Polo,Men Team,M,,
JALALPOOR Pujan,,Tokyo,IRI,2020,Basketball,Men Team,M,,
JALIDOV GAFUROVA Gazimagomed Scham.,,Tokyo,ESP,2020,Boxing,Men's Light Heavy (75-81kg),M,,
JALLOW Mimosa,,Tokyo,FIN,2020,Swimming,Women's 100m Backstroke,F,,
JALOLOV Bakhodir,G,Tokyo,UZB,2020,Boxing,Men's Super Heavy (+91kg),M,,
JAMAL Aminat,,Tokyo,BRN,2020,Athletics,Women's 400m Hurdles,F,,
JAMELOT Lea,,Tokyo,FRA,2020,Canoe Sprint,Women's Kayak Single 200m,F,,
JAMELOT Lea,,Tokyo,FRA,2020,Canoe Sprint,Women's Kayak Four 500m Team,F,,
JAMES Kirani,B,Tokyo,GRN,2020,Athletics,Men's 400m,M,,
JAMES Kirstie,,Tokyo,NZL,2020,Cycling Track,Women's Sprint,F,,
JAMES Kirstie,,Tokyo,NZL,2020,Cycling Track,Women's Team Pursuit Team,F,,
JAMES Tiffany,,Tokyo,JAM,2020,Athletics,4 x 400m Relay Mixed Team,F,,
JAMIESON Adam,,Tokyo,CAN,2020,Cycling Track,Men's Team Pursuit Team,M,,
JAMIL Nuraisyah,,Tokyo,MAS,2020,Sailing,Women's Two Person Dinghy - 470 Team,F,,
JAMSHIDIJAFARABADI Mohammad,,Tokyo,IRI,2020,Basketball,Men Team,M,,
JANCARIK Lubomir,,Tokyo,CZE,2020,Table Tennis,Men's Singles,M,,
JANCIONIS Dominykas,,Tokyo,LTU,2020,Rowing,Men's Quadruple Sculls Team,M,,
JANDARD Alexis,,Tokyo,FRA,2020,Diving,Men's 3m Springboard,M,,
JANEWATTANANOND Jazz,,Tokyo,THA,2020,Golf,Men's Individual Stroke Play,M,,
JANEZIC Luka,,Tokyo,SLO,2020,Athletics,Men's 400m,M,,
JANG Jeongmin,,Tokyo,KOR,2020,Rugby Sevens,Men Team,M,,
JANG Jun,B,Tokyo,KOR,2020,Taekwondo,Men -58kg,M,,
JANG Minhee,,Tokyo,KOR,2020,Archery,Women's Individual,F,,
JANG Minhee,G,Tokyo,KOR,2020,Archery,Women's Team,F,,
JANG Seongmin,,Tokyo,KOR,2020,Rugby Sevens,Men Team,M,,
JANG Woojin,,Tokyo,KOR,2020,Table Tennis,Men's Singles,M,,
JANG Woojin,,Tokyo,KOR,2020,Table Tennis,Men's Team,M,,
JANICKOVA Barbora,,Tokyo,CZE,2020,Swimming,Women's 4 x 100m Freestyle Relay Team,F,,
JANKUNAS Julieta,S,Tokyo,ARG,2020,Hockey,Women Team,F,,
JANOGY Madelen,S,Tokyo,SWE,2020,Football,Women Team,F,,
JANSEN Inge,,Tokyo,NED,2020,Diving,Women's 3m Springboard,F,,
JANSEN Renate,,Tokyo,NED,2020,Football,Women Team,F,,
JANSIK Szilard,B,Tokyo,HUN,2020,Water Polo,Men Team,M,,
JANSSEN Dominique,,Tokyo,NED,2020,Football,Women Team,F,,
JANSSEN Inge,,Tokyo,NED,2020,Rowing,Women's Quadruple Sculls Team,F,,
JANSSEN Jip,,Tokyo,NED,2020,Hockey,Men Team,M,,
JANSSENS Hillary,B,Tokyo,CAN,2020,Rowing,Women's Pair Team,F,,
JANUARY Shakira,,Tokyo,RSA,2020,Water Polo,Women Team,F,,
JANURIK Kinga,,Tokyo,HUN,2020,Handball,Women Team,F,,
JANY Patrik,,Tokyo,SVK,2020,Shooting,10m Air Rifle Men,M,,
JANY Patrik,,Tokyo,SVK,2020,Shooting,50m Rifle 3 Positions Men,M,,
JAQUET Sabrina,,Tokyo,SUI,2020,Badminton,Women's Singles,F,,
JARAMILLO Karla,,Tokyo,ECU,2020,Athletics,Women's 20km Race Walk,F,,
JARECKA Aleksandra,,Tokyo,POL,2020,Fencing,Women's Épée Individual,F,,
JARECKA Aleksandra,,Tokyo,POL,2020,Fencing,Women's Épée Team,F,,
JARMOLINSKA Aleksandra,,Tokyo,POL,2020,Shooting,Skeet Women,F,,
JARUDD Emil,,Tokyo,SWE,2020,Sailing,Mixed Multihull - Nacra 17 Foiling Team,M,,
JARVIS Calum,G,Tokyo,GBR,2020,Swimming,Men's 4 x 200m Freestyle Relay Team,M,,
JASINSKI Daniel,,Tokyo,GER,2020,Athletics,Men's Discus Throw,M,,
JASIUNAITE Liveta,,Tokyo,LTU,2020,Athletics,Women's Javelin Throw,F,,
JASTRAB Megan,B,Tokyo,USA,2020,Cycling Track,Women's Team Pursuit Team,F,,
JASTRAB Megan,,Tokyo,USA,2020,Cycling Track,Women's Omnium,F,,
JASTRAB Megan,,Tokyo,USA,2020,Cycling Track,Women's Madison Team,F,,
JAT Bhawna,,Tokyo,IND,2020,Athletics,Women's 20km Race Walk,F,,
JAUBERT Anouck,,Tokyo,FRA,2020,Sport Climbing,Women's Combined,F,,
JAUKOVIC Durdina,,Tokyo,MNE,2020,Handball,Women Team,F,,
JAYET Maud,,Tokyo,SUI,2020,Sailing,Women's One Person Dinghy - Laser Radial,F,,
JEAN Mulern,,Tokyo,HAI,2020,Athletics,Women's 100m Hurdles,F,,
JEANJEAN Anthony,,Tokyo,FRA,2020,Cycling BMX Freestyle,Men's Park,M,,
JEBITOK Edinah,,Tokyo,KEN,2020,Athletics,Women's 1500m,F,,
JEFFCOAT Emma,,Tokyo,AUS,2020,Triathlon,Women's Individual,F,,
JEFFCOAT Emma,,Tokyo,AUS,2020,Triathlon,Mixed Relay Team,F,,
JEFIMOVA Eneli,,Tokyo,EST,2020,Swimming,Women's 100m Breaststroke,F,,
JEFIMOVA Eneli,,Tokyo,EST,2020,Swimming,Women's 200m Breaststroke,F,,
JEGOU Liam,,Tokyo,IRL,2020,Canoe Slalom,Men's Canoe,M,,
JELIC Matea,G,Tokyo,CRO,2020,Taekwondo,Women -67kg,F,,
JELINEK David,,Tokyo,CZE,2020,Basketball,Men Team,M,,
JELINSKA Martyna,,Tokyo,POL,2020,Fencing,Women's Foil Individual,F,,
JENDOUBI Mohamed Khalil,S,Tokyo,TUN,2020,Taekwondo,Men -58kg,M,,
JENKINS Tovea,B,Tokyo,JAM,2020,Athletics,Women's 4 x 400m Relay Team,F,,
JENKINS Tovea,,Tokyo,JAM,2020,Athletics,4 x 400m Relay Mixed Team,F,,
JENNER Kate Elisabeth,,Tokyo,AUS,2020,Hockey,Women Team,F,,
JENNESS Stephen,,Tokyo,NZL,2020,Hockey,Men Team,M,,
JENSEN Christopher,,Tokyo,DEN,2020,Cycling Road,Men's Road Race,M,,
JENSEN Jakob Precht,,Tokyo,DEN,2020,Sailing,Men's Skiff - 49er Team,M,,
JENSEN Julie Kepp,,Tokyo,DEN,2020,Swimming,Women's 50m Freestyle,F,,
JENSEN Julie Kepp,,Tokyo,DEN,2020,Swimming,Women's 4 x 100m Freestyle Relay Team,F,,
JEON Hee Sook,,Tokyo,KOR,2020,Fencing,Women's Foil Individual,F,,
JEON Jihee,,Tokyo,KOR,2020,Table Tennis,Women's Singles,F,,
JEON Jihee,,Tokyo,KOR,2020,Table Tennis,Mixed Doubles Team,F,,
JEON Jihee,,Tokyo,KOR,2020,Table Tennis,Women's Team,F,,
JEONG Hyejeong,,Tokyo,KOR,2020,Rowing,Women's Single Sculls,F,,
JEONG Jinhui,,Tokyo,KOR,2020,Handball,Women Team,F,,
JEONG Jiyun,,Tokyo,KOR,2020,Volleyball,Women Team,F,,
JEONG Seungwon,,Tokyo,KOR,2020,Football,Men Team,M,,
JEONG Taewook,,Tokyo,KOR,2020,Football,Men Team,M,,
JEONG Yeon Sik,,Tokyo,KOR,2020,Rugby Sevens,Men Team,M,,
JEOUNG Youngsik,,Tokyo,KOR,2020,Table Tennis,Men's Singles,M,,
JEOUNG Youngsik,,Tokyo,KOR,2020,Table Tennis,Men's Team,M,,
JEPCHIRCHIR Peres,G,Tokyo,KEN,2020,Athletics,Women's Marathon,F,,
JEPKIRUI Pamela,,Tokyo,KEN,2020,Volleyball,Women Team,F,,
JEPTOOO Susan,,Tokyo,FRA,2020,Athletics,Women's Marathon,F,,
JERVIS Daniel,,Tokyo,GBR,2020,Swimming,Men's 1500m Freestyle,M,,
JERWOOD Nia,,Tokyo,AUS,2020,Sailing,Women's Two Person Dinghy - 470 Team,F,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's All-Around,M,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's Floor Exercise,M,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's Pommel Horse,M,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's Rings,M,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's Vault,M,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's Parallel Bars,M,,
JESSEN David,,Tokyo,CZE,2020,Artistic Gymnastics,Men's Horizontal Bar,M,,
JEVTOVIC Marko,,Tokyo,SRB,2020,Table Tennis,Men's Team,M,,
JEWETT Isaiah,,Tokyo,USA,2020,Athletics,Men's 800m,M,,
JHA Kanak,,Tokyo,USA,2020,Table Tennis,Men's Singles,M,,
JHA Kanak,,Tokyo,USA,2020,Table Tennis,Men's Team,M,,
JI Xinjie,,Tokyo,CHN,2020,Swimming,Men's 200m Freestyle,M,,
JI Xinjie,,Tokyo,CHN,2020,Swimming,Men's 400m Freestyle,M,,
JI Xinjie,,Tokyo,CHN,2020,Swimming,Men's 4 x 200m Freestyle Relay Team,M,,
JIA Yi Fan,S,Tokyo,CHN,2020,Badminton,Women's Doubles Team,F,,
JIANG Ranxin,B,Tokyo,CHN,2020,Shooting,10m Air Pistol Women,F,,
JIANG Ranxin,G,Tokyo,CHN,2020,Shooting,10m Air Pistol Mixed Team,F,,
JIANG Yan,,Tokyo,CHN,2020,Rowing,Women's Single Sculls,F,,
JIEWCHALOEMMIT Sutiya,,Tokyo,THA,2020,Shooting,Skeet Women,F,,
JIMENEZ Andrea,,Tokyo,ESP,2020,Athletics,4 x 400m Relay Mixed,F,,
JIMENEZ ARROBO Jordy Rafael,,Tokyo,ECU,2020,Athletics,Men's 20km Race Walk,M,,
JIMENEZ Joana,,Tokyo,MEX,2020,Artistic Swimming,Duet Team,F,,
JIMENEZ Kristine,,Tokyo,PAN,2020,Judo,Women -52 kg,F,,
JIMENEZ VICENTE Lucia,,Tokyo,ESP,2020,Hockey,Women Team,F,,
JIMENEZ Yastin,,Tokyo,CHI,2020,Football,Women Team,F,,
JIN An,,Tokyo,KOR,2020,Basketball,Women Team,F,,
JIN Jongoh,,Tokyo,KOR,2020,Shooting,10m Air Pistol Men,M,,
JIN Jongoh,,Tokyo,KOR,2020,Shooting,10m Air Pistol Mixed Team,M,,
JIN Minsub,,Tokyo,KOR,2020,Athletics,Men's Pole Vault,M,,
JIN Ye,,Tokyo,CHN,2020,Sailing,Women's Skiff - 49er  Team,F,,
JIN Yunseong,,Tokyo,KOR,2020,Weightlifting,Men's 109kg,M,,
JIRKA Jan,,Tokyo,CZE,2020,Athletics,Men's 200m,M,,
JITPONG Jutamas,,Tokyo,THA,2020,Boxing,Women's Fly (48-51kg),F,,
JO Harang,,Tokyo,KOR,2020,Handball,Women Team,F,,
JOAO Carolina,,Tokyo,POR,2020,Sailing,Women's One Person Dinghy - Laser Radial,F,,
JOBODWANA Anaso,,Tokyo,RSA,2020,Athletics,Men's 200m,M,,
JODAR Celia,,Tokyo,MAR,2020,Canoe Slalom,Women's Kayak,F,,
JODOIN di MARIA Sarah,,Tokyo,ITA,2020,Diving,Women's 10m Platform,F,,
JOENDAL Magnus,,Tokyo,NOR,2020,Handball,Men Team,M,,
JOERGENSEN Emma Cecilie,,Tokyo,DEN,2020,Cycling Road,Women's Road Race,F,,
JOERGENSEN Emma Cecilie,,Tokyo,DEN,2020,Cycling Road,Women's Individual Time Trial,F,,
JOGLOVA Marcela,,Tokyo,CZE,2020,Athletics,Women's Marathon,F,,
JOHANNES Helalia,,Tokyo,NAM,2020,Athletics,Women's Marathon,F,,
JOHANNES Marine,B,Tokyo,FRA,2020,Basketball,Women Team,F,,
JOHANNESEN Torben,S,Tokyo,GER,2020,Rowing,Men's Eight Team,M,,
JOHANNESSEN Kristian Krogh,,Tokyo,NOR,2020,Golf,Men's Individual Stroke Play,M,,
JOHANNESSEN Tobias Halland,,Tokyo,NOR,2020,Cycling Road,Men's Road Race,M,,
JOHANSEN Christina,,Tokyo,DEN,2020,Rowing,Women's Four Team,F,,
JOHANSEN Julius,S,Tokyo,DEN,2020,Cycling Track,Men's Team Pursuit Team,M,,
JOHANSEN Vilde Ingeborg,B,Tokyo,NOR,2020,Handball,Women Team,F,,
JOHANSSON Henna Katarina,,Tokyo,SWE,2020,Wrestling,Women's Freestyle 62kg,F,,
JOHANSSON Victor,,Tokyo,SWE,2020,Swimming,Men's 800m Freestyle,M,,
JOHANSSON Victor,,Tokyo,SWE,2020,Swimming,Men's 1500m Freestyle,M,,
JOHANSSON Vidar,,Tokyo,SWE,2020,Athletics,Men's 3000m Steeplechase,M,,
JOHNER Melody,,Tokyo,SUI,2020,Equestrian,Eventing Team,F,,
JOHNER Melody,,Tokyo,SUI,2020,Equestrian,Eventing Individual,F,,
JOHNSON Ashleigh,G,Tokyo,USA,2020,Water Polo,Women Team,F,,
JOHNSON Cheswill,,Tokyo,RSA,2020,Athletics,Men's Long Jump,M,,
JOHNSON Delante,,Tokyo,USA,2020,Boxing,Men's Welter (63-69kg),M,,
JOHNSON Keldon,G,Tokyo,USA,2020,Basketball,Men Team,M,,
JOHNSON Robyn,,Tokyo,RSA,2020,Hockey,Women Team,F,,
JOHNSON-THOMPSON Katarina,,Tokyo,GBR,2020,Athletics,Women's Heptathlon,F,,
JOHNSTON Clarissa,,Tokyo,RSA,2020,Artistic Swimming,Duet Team,F,,
JOHNSTON Gordon Mackenzi,,Tokyo,CAN,2020,Hockey,Men Team,M,,
JOKOVIC Maro,,Tokyo,CRO,2020,Water Polo,Men Team,M,,
JOLY Audrey,,Tokyo,CAN,2020,Artistic Swimming,Team,F,,
JONAS Jonas,,Tokyo,NAM,2020,Boxing,Men's Light (57-63kg),M,,
JONATHAS Wadeline,,Tokyo,USA,2020,Athletics,Women's 400m,F,,
JONATHAS Wadeline,G,Tokyo,USA,2020,Athletics,Women's 4 x 400m Relay Team,F,,
JONES Harriet,,Tokyo,GBR,2020,Swimming,Women's 100m Butterfly,F,,
JONES Harriet,,Tokyo,GBR,2020,Swimming,Women's 4 x 100m Medley Relay Team,F,,
JONES Harry,,Tokyo,CAN,2020,Rugby Sevens,Men Team,M,,
JONES Jade,,Tokyo,GBR,2020,Taekwondo,Women -57kg,F,,
JONES Jonathan,,Tokyo,BAR,2020,Athletics,Men's 400m,M,,
JONES JR Jonathan,,Tokyo,MEX,2020,Baseball/Softball,Baseball Team,M,,
JONES Luuka,,Tokyo,NZL,2020,Canoe Slalom,Women's Kayak,F,,
JONES Luuka,,Tokyo,NZL,2020,Canoe Slalom,Women's Canoe,F,,
JONES Megan,,Tokyo,GBR,2020,Rugby Sevens,Women Team,F,,
JONES Oshae,B,Tokyo,USA,2020,Boxing,Women's Welter (64-69kg),F,,
JONES Sarah Louise,B,Tokyo,GBR,2020,Hockey,Women Team,F,,
JONES Stephen,,Tokyo,NZL,2020,Rowing,Men's Pair Team,M,,
JONES Trevor,,Tokyo,CAN,2020,Rowing,Men's Single Sculls,M,,
JONES William,,Tokyo,CAN,2020,Sailing,Men's Skiff - 49er Team,M,,
JONSSON Cecilia,,Tokyo,SWE,2020,Sailing,Mixed Multihull - Nacra 17 Foiling Team,F,,
JOPP Tessa,,Tokyo,NZL,2020,Hockey,Women Team,F,,
JOPPICH Peter,,Tokyo,GER,2020,Fencing,Men's Foil Individual,M,,
JOPPICH Peter,,Tokyo,GER,2020,Fencing,Men's Foil Team,M,,
JORDAN Praveen,,Tokyo,INA,2020,Badminton,Mixed Doubles Team,M,,
JORDIER Thomas,,Tokyo,FRA,2020,Athletics,Men's 4 x 400m Relay Team,M,,
JORGE ENRIQUEZ Fernando Dayan,,Tokyo,CUB,2020,Canoe Sprint,Men's Canoe Single 1000m,M,,
JORGE ENRIQUEZ Fernando Dayan,G,Tokyo,CUB,2020,Canoe Sprint,Men's Canoe Double 1000m Team,M,,
JORGENSEN Emma Aastrand,B,Tokyo,DEN,2020,Canoe Sprint,Women's Kayak Single 200m,F,,
JORGENSEN Emma Aastrand,B,Tokyo,DEN,2020,Canoe Sprint,Women's Kayak Single 500m,F,,
JORGENSEN Emma Aastrand,,Tokyo,DEN,2020,Canoe Sprint,Women's Kayak Four 500m Team,F,,
JORGIC Darko,,Tokyo,SLO,2020,Table Tennis,Men's Singles,M,,
JORGIC Darko,,Tokyo,SLO,2020,Table Tennis,Men's Team,M,,
JOROVIC Ivana,,Tokyo,SRB,2020,Tennis,Women's Singles,F,,
JORUNNARDOTTIR Snaefridur Sol,,Tokyo,ISL,2020,Swimming,Women's 100m Freestyle,F,,
JORUNNARDOTTIR Snaefridur Sol,,Tokyo,ISL,2020,Swimming,Women's 200m Freestyle,F,,
JOSE TIMA Ana Lucia,,Tokyo,DOM,2020,Athletics,Women's Triple Jump,F,,
JOSEPH Gemima,,Tokyo,FRA,2020,Athletics,Women's 200m,F,,
JOSEPH Gemima,,Tokyo,FRA,2020,Athletics,Women's 4 x 100m Relay Team,F,,
JOSEPH Gulfam,,Tokyo,PAK,2020,Shooting,10m Air Pistol Men,M,,
JOSEPH Jason,,Tokyo,SUI,2020,Athletics,Men's 110m Hurdles,M,,
JOURDENAIS Vincent,,Tokyo,CAN,2020,Canoe Sprint,Men's Kayak Double 1000m Team,M,,
JOUSTRA Kitty Lynn,,Tokyo,NED,2020,Water Polo,Women Team,F,,
JOVANOSKA Puliksenija,,Tokyo,MKD,2020,Karate,Women's Kata,F,,
JOVANOVIC Nevena,,Tokyo,SRB,2020,Basketball,Women Team,F,,
JOYCE Jasmine,,Tokyo,GBR,2020,Rugby Sevens,Women Team,F,,
JOZWIK Joanna,,Tokyo,POL,2020,Athletics,Women's 800m,F,,
JU Hui,,Tokyo,KOR,2020,Handball,Women Team,F,,
JU Rui,B,Tokyo,CHN,2020,Rowing,Women's Eight Team,F,,
JUANTORENA Osmany,,Tokyo,ITA,2020,Volleyball,Men Team,M,,
JUCINARA,,Tokyo,BRA,2020,Football,Women Team,F,,
JUDD Jessica,,Tokyo,GBR,2020,Athletics,Women's 5000m,F,,
JUDD Jessica,,Tokyo,GBR,2020,Athletics,"Women's 10,000m",F,,
JUETTNER Jasmin,,Tokyo,GER,2020,Karate,Women's Kata,F,,
JULIA,,Tokyo,BRA,2020,Football,Women Team,F,,
JULIUS Ryan Cowen,,Tokyo,RSA,2020,Hockey,Men Team,M,,
JUN Woongtae,B,Tokyo,KOR,2020,Modern Pentathlon,Men's Individual,M,,
JUNEAU Cory,B,Tokyo,USA,2020,Skateboarding,Men's Park,M,,
JUNEVIK Sara,,Tokyo,SWE,2020,Swimming,Women's 4 x 100m Freestyle Relay Team,F,,
JUNG Hyunyoung,,Tokyo,KOR,2020,Swimming,Women's 4 x 200m Freestyle Relay Team,F,,
JUNG Ji In,,Tokyo,KOR,2020,Handball,Women Team,F,,
JUNG Jinhwa,,Tokyo,KOR,2020,Modern Pentathlon,Men's Individual,M,,
JUNG Michael,,Tokyo,GER,2020,Equestrian,Eventing Team,M,,
JUNG Michael,,Tokyo,GER,2020,Equestrian,Eventing Individual,M,,
JUNG Yura,,Tokyo,KOR,2020,Handball,Women Team,F,,
JUNGBLUT Tanumafili Malietoa,,Tokyo,ASA,2020,Weightlifting,Men's 109kg,M,,
JUNGBLUT Viviane,,Tokyo,BRA,2020,Swimming,Women's 800m Freestyle,F,,
JUNGBLUT Viviane,,Tokyo,BRA,2020,Swimming,Women's 1500m Freestyle,F,,
JUNGFLEISCH Marie-Laurence,,Tokyo,GER,2020,Athletics,Women's High Jump,F,,
JUNGMAN Phillip Russell,,Tokyo,USA,2020,Shooting,Skeet Men,M,,
JUNIOR Aldemir,,Tokyo,BRA,2020,Athletics,Men's 200m,M,,
JUNIOR Josh,,Tokyo,NZL,2020,Sailing,Men's One Person Dinghy (Heavyweight) - Finn,M,,
JUNKER Torben,,Tokyo,GER,2020,Athletics,Men's 4 x 400m Relay Team,M,,
JUNNILA Ella,,Tokyo,FIN,2020,Athletics,Women's High Jump,F,,
JURADO LOPEZ Christofer,,Tokyo,PAN,2020,Cycling Road,Men's Road Race,M,,
JURADO LOPEZ Severo,,Tokyo,ESP,2020,Equestrian,Dressage Team,M,,
JURADO LOPEZ Severo,,Tokyo,ESP,2020,Equestrian,Dressage Individual,M,,
JURADO Sebastian,B,Tokyo,MEX,2020,Football,Men Team,M,,
JURAK Darija,,Tokyo,CRO,2020,Tennis,Mixed Doubles Team,F,,
JURASZEK Pawel,,Tokyo,POL,2020,Swimming,Men's 50m Freestyle,M,,
JURKA Jakub,,Tokyo,CZE,2020,Fencing,Men's Épée Individual,M,,
JUST Elijah,,Tokyo,NZL,2020,Football,Men Team,M,,
JUTANUGARN Ariya,,Tokyo,THA,2020,Golf,Women's Individual Stroke Play,F,,
KAAGMAN Inessa,,Tokyo,NED,2020,Football,Women Team,F,,
KABATSKIY Maxim,,Tokyo,ROC,2020,Shooting,Trap Mixed Team,M,,
KABBARA Munzer Mark,,Tokyo,LBN,2020,Swimming,Men's 200m Individual Medley,M,,
KACHUR Yana,,Tokyo,UKR,2020,Athletics,Women's 4 x 400m Relay Team,F,,
KACSER Zita,,Tokyo,HUN,2020,Athletics,Women's 3000m Steeplechase,F,,
KACZMAREK Lukasz,,Tokyo,POL,2020,Volleyball,Men Team,M,,
KACZMAREK Natalia,,Tokyo,POL,2020,Athletics,Women's 400m,F,,
KACZMAREK Natalia,S,Tokyo,POL,2020,Athletics,Women's 4 x 400m Relay Team,F,,
KACZMAREK Natalia,G,Tokyo,POL,2020,Athletics,4 x 400m Relay Mixed Team,F,,
KADDAH Hassan,,Tokyo,EGY,2020,Handball,Men Team,M,,
KADDARI Dalia,,Tokyo,ITA,2020,Athletics,Women's 200m,F,,
KADHI Ahmed,,Tokyo,TUN,2020,Volleyball,Men Team,M,,
KADIU Kledi,,Tokyo,ALB,2020,Swimming,Men's 100m Freestyle,M,,
KADZIMAHAMEDAU Mahamedkhabib,S,Tokyo,BLR,2020,Wrestling,Men's Freestyle 74kg,M,,
KAEI Lorine Chebet,,Tokyo,KEN,2020,Volleyball,Women Team,F,,
KAELLBERG Anton,,Tokyo,SWE,2020,Table Tennis,Men's Singles,M,,
KAELLBERG Anton,,Tokyo,SWE,2020,Table Tennis,Men's Team,M,,
KAELLBERG Christina,,Tokyo,SWE,2020,Table Tennis,Women's Singles,F,,
KAEWDUANG-NGAM Siripon,,Tokyo,THA,2020,Sailing,Women's Windsurfer - RS:X,F,,
KAGIALIS Pavlos,,Tokyo,GRE,2020,Sailing,Men's Two Person Dinghy - 470 Team,M,,
KAHLER Marlene,,Tokyo,AUT,2020,Swimming,Women's 400m Freestyle,F,,
KAHLER Marlene,,Tokyo,AUT,2020,Swimming,Women's 800m Freestyle,F,,
KAHLER Marlene,,Tokyo,AUT,2020,Swimming,Women's 1500m Freestyle,F,,
KAI Takuya,G,Tokyo,JPN,2020,Baseball/Softball,Baseball Team,M,,
KAISANOV Daniyar,,Tokyo,KAZ,2020,Wrestling,Men's Freestyle 74kg,M,,
KAJAIA Iakobi,S,Tokyo,GEO,2020,Wrestling,Men's Greco-Roman 130kg,M,,
KAJAIA Mihail,,Tokyo,SRB,2020,Wrestling,Men's Greco-Roman 97kg,M,,
KAJIHARA Yumi,S,Tokyo,JPN,2020,Cycling Track,Women's Omnium,F,,
KAJIHARA Yumi,,Tokyo,JPN,2020,Cycling Track,Women's Madison Team,F,,
KAJIKI Marin,,Tokyo,JPN,2020,Rugby Sevens,Women Team,F,,
KAJZER Kaja,,Tokyo,SLO,2020,Judo,Women -57 kg,F,,
KAKA Shiray,G,Tokyo,NZL,2020,Rugby Sevens,Women Team,F,,
KAKHRAMONOV Fanat,,Tokyo,UZB,2020,Boxing,Men's Middle (69-75kg),M,,
KAKON Shay,,Tokyo,ISR,2020,Sailing,Women's One Person Dinghy - Laser Radial,F,,
KALADZINSKAYA Vanesa,B,Tokyo,BLR,2020,Wrestling,Women's Freestyle 53kg,F,,
KALANINA Yelyzaveta,,Tokyo,UKR,2020,Judo,Women +78 kg,F,,
KALEYN Boryana,,Tokyo,BUL,2020,Rhythmic Gymnastics,Individual All-Around,F,,
KALII Hellen Syombua,,Tokyo,KEN,2020,Athletics,Women's 400m,F,,
KALININA Viktoriia,S,Tokyo,ROC,2020,Handball,Women Team,F,,
KALISZ Chase,,Tokyo,USA,2020,Swimming,Men's 200m Individual Medley,M,,
KALISZ Chase,G,Tokyo,USA,2020,Swimming,Men's 400m Individual Medley,M,,
KALIUZHNA Viktoriia,,Tokyo,UKR,2020,Athletics,Women's Marathon,F,,
KALLIOINEN Eetu,,Tokyo,FIN,2020,Shooting,Skeet Men,M,,
KALMAR Akos,,Tokyo,HUN,2020,Swimming,Men's 800m Freestyle,M,,
KALMAR Akos,,Tokyo,HUN,2020,Swimming,Men's 1500m Freestyle,M,,
KALMOE Megan,,Tokyo,USA,2020,Rowing,Women's Pair Team,F,,
KALNINS Kalvis,,Tokyo,LAT,2020,Karate,Men's Kumite -67kg,M,,
KALONJI Alais,,Tokyo,FRA,2020,Diving,Women's 10m Platform,F,,
