name,medal,city,noc,year,sport,event,gender,height,weight
AALERUD Katrine,,Tokyo,NOR,2020,Cycling Road,Women's Road Race,F,,
AALERUD Katrine,,Tokyo,NOR,2020,Cycling Road,Women's Individual Time Trial,F,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's All-Around,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Floor Exercise,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Pommel Horse,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Rings,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Vault,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Parallel Bars,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Horizontal Bar,M,,
ABAD Nestor,,Tokyo,ESP,2020,Artistic Gymnastics,Men's Team,M,,
ABAGNALE Giovanni,,Tokyo,ITA,2020,Rowing,Men's Pair Team,M,,
ABALDE Alberto,,Tokyo,ESP,2020,Basketball,Men Team,M,,
ABALDE Tamara,,Tokyo,ESP,2020,Basketball,Women Team,F,,
ABALO Luc,G,Tokyo,FRA,2020,Handball,Men Team,M,,
ABAROA Cesar,,Tokyo,CHI,2020,Rowing,Lightweight Men's Double Sculls Team,M,,
ABASS Abobakr,,Tokyo,SUD,2020,Swimming,Men's 100m Breaststroke,M,,
ABBAGNALE Vincenzo,,Tokyo,ITA,2020,Rowing,Men's Pair Team,M,,
ABBASALI Hamideh,,Tokyo,IRI,2020,Karate,Women's Kumite +61kg,F,,
ABBASOV Islam,,Tokyo,AZE,2020,Wrestling,Men's Greco-Roman 87kg,M,,
ABBINGH Lois,,Tokyo,NED,2020,Handball,Women Team,F,,
ABBOT Emily,,Tokyo,AUS,2020,Rhythmic Gymnastics,Group All-Around Team,F,,
ABBOTT Monica,S,Tokyo,USA,2020,Baseball/Softball,Softball Team,F,,
ABDALLA Abubaker Haydar,,Tokyo,QAT,2020,Athletics,Men's 800m,M,,
ABDALRASOOL Mohamed,,Tokyo,SUD,2020,Judo,Men -73 kg,M,,
ABDEL LATIF Radwa,,Tokyo,EGY,2020,Shooting,10m Air Pistol Women,F,,
ABDEL LATIF Radwa,,Tokyo,EGY,2020,Shooting,10m Air Pistol Mixed Team,F,,
ABDEL RAZEK Samy,,Tokyo,EGY,2020,Shooting,10m Air Pistol Men,M,,
ABDEL RAZEK Samy,,Tokyo,EGY,2020,Shooting,10m Air Pistol Mixed Team,M,,
ABDELAAL Mohamed,,Tokyo,EGY,2020,Judo,Men -81 kg,M,,
ABDELAZIZ Abdalla,,Tokyo,EGY,2020,Karate,Men's Kumite -75kg,M,,
ABDELAZIZ Farah,,Tokyo,EGY,2020,Table Tennis,Women's Team,F,,
ABDELAZIZ Feryal,G,Tokyo,EGY,2020,Karate,Women's Kumite +61kg,F,,
ABDELMAWGOUD Mohamed,,Tokyo,EGY,2020,Judo,Men -66 kg,M,,
ABDELMOTTALEB Diaaeldin Kamal Gouda,,Tokyo,EGY,2020,Wrestling,Men's Freestyle 125kg,M,,
ABDELRAHMAN Ihab,,Tokyo,EGY,2020,Athletics,Men's Javelin Throw,M,,
ABDELSALAM Mohamed,,Tokyo,EGY,2020,Football,Men Team,M,,
ABDELSALAM Nour,,Tokyo,EGY,2020,Taekwondo,Women -49kg,F,,
ABDELWAHED Ahmed,,Tokyo,ITA,2020,Athletics,Men's 3000m Steeplechase,M,,
ABDI Bashir,B,Tokyo,BEL,2020,Athletics,Men's Marathon,M,,
ABDIRAHMAN Abdi,,Tokyo,USA,2020,Athletics,Men's Marathon,M,,
ABDUL HADI Farah Ann,,Tokyo,MAS,2020,Artistic Gymnastics,Women's All-Around,F,,
ABDUL HADI Farah Ann,,Tokyo,MAS,2020,Artistic Gymnastics,Women's Vault,F,,
ABDUL HADI Farah Ann,,Tokyo,MAS,2020,Artistic Gymnastics,Women's Uneven Bars,F,,
ABDUL HADI Farah Ann,,Tokyo,MAS,2020,Artistic Gymnastics,Women's Balance Beam,F,,
ABDUL HADI Farah Ann,,Tokyo,MAS,2020,Artistic Gymnastics,Women's Floor Exercise,F,,
ABDUL RAHMAN Kiria Tikanah,,Tokyo,SGP,2020,Fencing,Women's Épée Individual,F,,
ABDUL RAZZAQ Fathimath Nabaaha,,Tokyo,MDV,2020,Badminton,Women's Singles,F,,
ABDULHAMID Saud,,Tokyo,KSA,2020,Football,Men Team,M,,
ABDULJABBAR Ammar Riad,,Tokyo,GER,2020,Boxing,Men's Heavy (81-91kg),M,,
ABDULLAEV Gulomjon,,Tokyo,UZB,2020,Wrestling,Men's Freestyle 57kg,M,,
ABDULLAEV Muminjon,,Tokyo,UZB,2020,Wrestling,Men's Greco-Roman 130kg,M,,
ABDULLAH Rahmat Erwin,B,Tokyo,INA,2020,Weightlifting,Men's 73kg,M,,
ABDULLAYEV Mahammad,,Tokyo,AZE,2020,Boxing,Men's Super Heavy (+91kg),M,,
ABDULLIN Ilfat,,Tokyo,KAZ,2020,Archery,Men's Individual,M,,
ABDULLIN Ilfat,,Tokyo,KAZ,2020,Archery,Men's Team,M,,
ABDULREDHA Mohamed,,Tokyo,BRN,2020,Handball,Men Team,M,,
ABDURAIMOV Elnur,,Tokyo,UZB,2020,Boxing,Men's Light (57-63kg),M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's All-Around,M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's Floor Exercise,M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's Pommel Horse,M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's Rings,M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's Vault,M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's Parallel Bars,M,,
ABDURAKHIMOV Rasuljon,,Tokyo,UZB,2020,Artistic Gymnastics,Men's Horizontal Bar,M,,
ABDURAKHMONOV Bekzod,B,Tokyo,UZB,2020,Wrestling,Men's Freestyle 74kg,M,,
ABE Hifumi,G,Tokyo,JPN,2020,Judo,Men -66 kg,M,,
ABE Hifumi,S,Tokyo,JPN,2020,Judo,Mixed Team,M,,
ABE Takatoshi,,Tokyo,JPN,2020,Athletics,Men's 400m Hurdles,M,,
ABE Uta,G,Tokyo,JPN,2020,Judo,Women -52 kg,F,,
ABE Uta,S,Tokyo,JPN,2020,Judo,Mixed Team,F,,
ABEBE Mekides,,Tokyo,ETH,2020,Athletics,Women's 3000m Steeplechase,F,,
ABEDINI Mojtaba,,Tokyo,IRI,2020,Fencing,Men's Sabre Individual,M,,
ABEDINI Mojtaba,,Tokyo,IRI,2020,Fencing,Men's Sabre Team,M,,
ABEL Jennifer,,Tokyo,CAN,2020,Diving,Women's 3m Springboard,F,,
ABEL Jennifer,S,Tokyo,CAN,2020,Diving,Women's Synchronised 3m Springboard Team,F,,
ABELA Matthew,,Tokyo,MLT,2020,Badminton,Men's Singles,M,,
ABELVIK ROED Magnus,,Tokyo,NOR,2020,Handball,Men Team,M,,
ABEYSINGHE Matthew,,Tokyo,SRI,2020,Swimming,Men's 100m Freestyle,M,,
ABIAN Pablo,,Tokyo,ESP,2020,Badminton,Men's Singles,M,,
ABICHA Mohammed,,Tokyo,MAR,2020,Beach Volleyball,Men Team,M,,
ABICHT Lorena,,Tokyo,AUT,2020,Sailing,Women's Skiff - 49er  Team,F,,
ABIDINE Abidine,,Tokyo,MTN,2020,Athletics,Men's 5000m,M,,
ABLIAZIN Denis,,Tokyo,ROC,2020,Artistic Gymnastics,Men's All-Around,M,,
ABLIAZIN Denis,,Tokyo,ROC,2020,Artistic Gymnastics,Men's Floor Exercise,M,,
ABLIAZIN Denis,,Tokyo,ROC,2020,Artistic Gymnastics,Men's Pommel Horse,M,,
ABLIAZIN Denis,,Tokyo,ROC,2020,Artistic Gymnastics,Men's Rings,M,,
ABLIAZIN Denis,S,Tokyo,ROC,2020,Artistic Gymnastics,Men's Vault,M,,
ABLIAZIN Denis,,Tokyo,ROC,2020,Artistic Gymnastics,Men's Parallel Bars,M,,
ABLIAZIN Denis,,Tokyo,ROC,2020,Artistic Gymnastics,Men's Horizontal Bar,M,,
ABLIAZIN Denis,G,Tokyo,ROC,2020,Artistic Gymnastics,Men's Team,M,,
ABNER,G,Tokyo,BRA,2020,Football,Men Team,M,,
ABOUD Hadel,,Tokyo,LBA,2020,Athletics,Women's 100m,F,,
ABOUELKASSEM Alaaeldin,,Tokyo,EGY,2020,Fencing,Men's Foil Individual,M,,
ABOUELKASSEM Alaaeldin,,Tokyo,EGY,2020,Fencing,Men's Foil Team,M,,
ABOUKE Nancy Genzel,,Tokyo,NRU,2020,Weightlifting,Women's 76kg,F,,
ABRAHAM Tadesse,,Tokyo,SUI,2020,Athletics,Men's Marathon,M,,
ABRAHAMS Rusten John,,Tokyo,RSA,2020,Hockey,Men Team,M,,
ABRAMS Aliyah,,Tokyo,GUY,2020,Athletics,Women's 400m,F,,
ABRAMS Jasmine,,Tokyo,GUY,2020,Athletics,Women's 100m,F,,
ABRAMYAN Benik,,Tokyo,GEO,2020,Athletics,Men's Shot Put,M,,
ABREU Diogo,,Tokyo,POR,2020,Trampoline Gymnastics,Men,M,,
ABRINES Alex,,Tokyo,ESP,2020,Basketball,Men Team,M,,
ABROSIMOV Kirill,,Tokyo,ROC,2020,Marathon Swimming,Men's 10km,M,,
ABU RABEE Asma,,Tokyo,JOR,2020,Shooting,10m Air Pistol Women,F,,
ABU RMILAH Wesam,,Tokyo,PLE,2020,Judo,Men -81 kg,M,,
ABUAKU Joshua,,Tokyo,GER,2020,Athletics,Men's 400m Hurdles,M,,
ABUJBARA Tala,,Tokyo,QAT,2020,Rowing,Women's Single Sculls,F,,
ACERENZA Domenico,,Tokyo,ITA,2020,Swimming,Men's 1500m Freestyle,M,,
ACETI Vladimir,,Tokyo,ITA,2020,Athletics,Men's 4 x 400m Relay Team,M,,
ACETI Vladimir,,Tokyo,ITA,2020,Athletics,4 x 400m Relay Mixed Team,M,,
ACEVEDO Javier,,Tokyo,CAN,2020,Swimming,Mixed 4 x 100m Medley Relay Team,M,,
ACHAB Jaouad,,Tokyo,BEL,2020,Taekwondo,Men -68kg,M,,
ACHANTA Kamal,,Tokyo,IND,2020,Table Tennis,Men's Singles,M,,
ACHANTA Kamal,,Tokyo,IND,2020,Table Tennis,Mixed Doubles Team,M,,
ACHE Ragnar,,Tokyo,GER,2020,Football,Men Team,M,,
ACHILLEOS Georgios,,Tokyo,CYP,2020,Shooting,Skeet Men,M,,
ACHIUWA Precious,,Tokyo,NGR,2020,Basketball,Men Team,M,,
ACHONWA Natalie,,Tokyo,CAN,2020,Basketball,Women Team,F,,
ACHOURI Haikel,,Tokyo,TUN,2020,Wrestling,Men's Greco-Roman 97kg,M,,
ACIN Nikola,,Tokyo,SRB,2020,Swimming,Men's 4 x 100m Freestyle Relay Team,M,,
ACKERMANN Simone,,Tokyo,RSA,2020,Triathlon,Women's Individual,F,,
ACOSTA Briseida,,Tokyo,MEX,2020,Taekwondo,Women +67kg,F,,
ACOSTA FERNANDEZ Yasmani,,Tokyo,CHI,2020,Wrestling,Men's Greco-Roman 130kg,M,,
ACOSTA GIRALDO Valentina,,Tokyo,COL,2020,Archery,Women's Individual,F,,
ACOSTA GIRALDO Valentina,,Tokyo,COL,2020,Archery,Mixed Team,F,,
ACOSTA Marcelo,,Tokyo,ESA,2020,Swimming,Men's 800m Freestyle,M,,
ACOSTA Marcelo,,Tokyo,ESA,2020,Swimming,Men's 1500m Freestyle,M,,
ACUNA Yenny,,Tokyo,CHI,2020,Football,Women Team,F,,
ADACHI Kazuya,,Tokyo,JPN,2020,Canoe Slalom,Men's Kayak,M,,
ADACHI Seiya,,Tokyo,JPN,2020,Water Polo,Men Team,M,,
ADAM Amal,,Tokyo,EGY,2020,Archery,Women's Individual,F,,
ADAM Amal,,Tokyo,EGY,2020,Archery,Mixed Team,F,,
ADAM Constantin,,Tokyo,ROU,2020,Rowing,Men's Eight Team,M,,
ADAMEK Klaudia,,Tokyo,POL,2020,Athletics,Women's 4 x 100m Relay Team,F,,
ADAMKIEWICZ Patrycja,,Tokyo,POL,2020,Taekwondo,Women -57kg,F,,
ADAMS Liam,,Tokyo,AUS,2020,Athletics,Men's Marathon,M,,
ADAMS Paul,,Tokyo,AUS,2020,Shooting,Skeet Men,M,,
ADAMS Taeyanna,,Tokyo,FSM,2020,Swimming,Women's 100m Breaststroke,F,,
ADAMS Valerie,B,Tokyo,NZL,2020,Athletics,Women's Shot Put,F,,
ADAMUS Bartlomiej Stefan,,Tokyo,POL,2020,Weightlifting,Men's 96kg,M,,
ADAR Yasemin,B,Tokyo,TUR,2020,Wrestling,Women's Freestyle 76kg,F,,
ADEBAYO Bam,G,Tokyo,USA,2020,Basketball,Men Team,M,,
ADEGOKE Enoch,,Tokyo,NGR,2020,Athletics,Men's 100m,M,,
ADEKUOROYE Odunayo Folasade,,Tokyo,NGR,2020,Wrestling,Women's Freestyle 57kg,F,,
ADEL Ibrahim,,Tokyo,EGY,2020,Football,Men Team,M,,
ADENIYI Aminat Oluwafunmilayo,,Tokyo,NGR,2020,Wrestling,Women's Freestyle 62kg,F,,
ADESOKAN Dorcas Ajoke,,Tokyo,NGR,2020,Badminton,Women's Singles,F,,
ADILKHANOVA Alina,,Tokyo,KAZ,2020,Rhythmic Gymnastics,Individual All-Around,F,,
ADLERTEG Jonna,,Tokyo,SWE,2020,Artistic Gymnastics,Women's Uneven Bars,F,,
ADLINGTON Sarah,,Tokyo,GBR,2020,Judo,Women +78 kg,F,,
ADO Pauline,,Tokyo,FRA,2020,Surfing,Women,F,,
ADOLF Balazs,,Tokyo,HUN,2020,Canoe Sprint,Men's Canoe Single 1000m,M,,
ADOLF Balazs,,Tokyo,HUN,2020,Canoe Sprint,Men's Canoe Double 1000m Team,M,,
ADOMAVICIUS Aurimas,,Tokyo,LTU,2020,Rowing,Men's Double Sculls Team,M,,
AEDO Yanara,,Tokyo,CHI,2020,Football,Women Team,F,,
AERNOUDTS Violaine,,Tokyo,FRA,2020,Rowing,Women's Quadruple Sculls Team,F,,
AFANADOR Brian,,Tokyo,PUR,2020,Table Tennis,Men's Singles,M,,
AFONSO Paixao,,Tokyo,ANG,2020,Sailing,Men's Two Person Dinghy - 470 Team,M,,
AFONSO Salome,,Tokyo,POR,2020,Athletics,Women's 1500m,F,,
AFOUMBA Gilles Anthony,,Tokyo,CGO,2020,Athletics,Men's 400m,M,,
AFREMOVA Natalia,,Tokyo,ROC,2020,Cycling BMX Racing,Women,F,,
AFRIAT Charlotte,,Tokyo,MON,2020,Athletics,Women's 100m,F,,
AGADA Caleb,,Tokyo,NGR,2020,Basketball,Men Team,M,,
AGAHOZO Alphonsine,,Tokyo,RWA,2020,Swimming,Women's 50m Freestyle,F,,
AGARD Terrence,S,Tokyo,NED,2020,Athletics,Men's 4 x 400m Relay Team,M,,
AGARIE Yuto,,Tokyo,JPN,2020,Handball,Men Team,M,,
AGATSUMA Haruka,G,Tokyo,JPN,2020,Baseball/Softball,Softball Team,F,,
AGBEGNENOU Clarisse,G,Tokyo,FRA,2020,Judo,Women -63 kg,F,,
AGBEGNENOU Clarisse,G,Tokyo,FRA,2020,Judo,Mixed Team,F,,
AGERO Eden,,Tokyo,KEN,2020,Rugby Sevens,Men Team,M,,
AGGEFORS Mikael,,Tokyo,SWE,2020,Handball,Men Team,M,,
AGHAEIHAJIAGHA Soraya,,Tokyo,IRI,2020,Badminton,Women's Singles,F,,
AGHAMIROVA Zohra,,Tokyo,AZE,2020,Rhythmic Gymnastics,Individual All-Around,F,,
AGHAMIRZAEIJENAGHRAD Ali,,Tokyo,IRI,2020,Canoe Sprint,Men's Kayak Single 1000m,M,,
AGHASYAN Levon,,Tokyo,ARM,2020,Athletics,Men's Triple Jump,M,,
AGHAYEV Rafael,S,Tokyo,AZE,2020,Karate,Men's Kumite -75kg,M,,
AGIOMOR Ekerekeme,,Tokyo,NGR,2020,Wrestling,Men's Freestyle 86kg,M,,
AGIURGIUCULESE Alexandra,,Tokyo,ITA,2020,Rhythmic Gymnastics,Individual All-Around,F,,
AGRALI Yavuz,,Tokyo,TUR,2020,Athletics,Men's Marathon,M,,
AGREBI Omar,,Tokyo,TUN,2020,Volleyball,Men Team,M,,
AGRUSTI Andrea,,Tokyo,ITA,2020,Athletics,Men's 50km Race Walk,M,,
AGUIAR Mayra,B,Tokyo,BRA,2020,Judo,Women -78 kg,F,,
AGUIAR Mayra,,Tokyo,BRA,2020,Judo,Mixed Team,F,,
AGUILAR Ali,S,Tokyo,USA,2020,Baseball/Softball,Softball Team,F,,
AGUILAR Andres,,Tokyo,CHI,2020,Archery,Men's Individual,M,,
AGUILAR Evelis Jazmin,,Tokyo,COL,2020,Athletics,Women's Heptathlon,F,,
AGUINAGALDE AQUIZU Julen,B,Tokyo,ESP,2020,Handball,Men Team,M,,
AGUIRRE Eduardo,B,Tokyo,MEX,2020,Football,Men Team,M,,
AGUIRRE Erick,B,Tokyo,MEX,2020,Football,Men Team,M,,
AGUIRRE Unai,,Tokyo,ESP,2020,Water Polo,Men Team,M,,
AGUNDEZ GARCIA Gabriela,,Tokyo,MEX,2020,Diving,Women's 10m Platform,F,,
AGUNDEZ GARCIA Gabriela,B,Tokyo,MEX,2020,Diving,Women's Synchronised 10m Platform Team,F,,
AH TONG Marion Faustino,,Tokyo,SAM,2020,Boxing,Men's Welter (63-69kg),M,,
AHMAD Muhammad Isa,,Tokyo,BRU,2020,Swimming,Men's 100m Breaststroke,M,,
AHMED Aiman,,Tokyo,KSA,2020,Football,Men Team,M,,
AHMED ALI YUSUF Abdulla Essa,,Tokyo,BRN,2020,Swimming,Men's 100m Butterfly,M,,
AHMED Enas,,Tokyo,EGY,2020,Wrestling,Women's Freestyle 68kg,F,,
AHMED Junayna,,Tokyo,BAN,2020,Swimming,Women's 50m Freestyle,F,,
AHMED Mohamed,,Tokyo,BRN,2020,Handball,Men Team,M,,
AHMED Mohammed,S,Tokyo,CAN,2020,Athletics,Men's 5000m,M,,
AHMED Mohammed,,Tokyo,CAN,2020,Athletics,"Men's 10,000m",M,,
AHMED Samaa,,Tokyo,EGY,2020,Canoe Sprint,Women's Kayak Single 200m,F,,
AHMED Samaa,,Tokyo,EGY,2020,Canoe Sprint,Women's Kayak Single 500m,F,,
AHN Joonsoo,,Tokyo,KOR,2020,Football,Men Team,M,,
AHOUANWANOU Odile,,Tokyo,BEN,2020,Athletics,Women's Heptathlon,F,,
AHOURE Murielle,,Tokyo,CIV,2020,Athletics,Women's 100m,F,,
AHSAN Mohammad,,Tokyo,INA,2020,Badminton,Men's Doubles Team,M,,
AHSINGER Nicole,,Tokyo,USA,2020,Trampoline Gymnastics,Women,F,,
AHYE Michelle-Lee,,Tokyo,TTO,2020,Athletics,Women's 100m,F,,
AHYE Michelle-Lee,,Tokyo,TTO,2020,Athletics,Women's 4 x 100m Relay Team,F,,
AI Yanhan,,Tokyo,CHN,2020,Swimming,Women's 4 x 100m Freestyle Relay Team,F,,
AICARDI Matteo,,Tokyo,ITA,2020,Water Polo,Men Team,M,,
AICOBOAE Vlad,,Tokyo,ROU,2020,Rowing,Men's Eight Team,M,,
AIGNER Hannes,B,Tokyo,GER,2020,Canoe Slalom,Men's Kayak,M,,
AILINCAI Adriana,,Tokyo,ROU,2020,Rowing,Women's Pair Team,F,,
AIMABLE Steven,,Tokyo,SEN,2020,Swimming,Men's 100m Butterfly,M,,
AINAGULOV Mirambek,,Tokyo,KAZ,2020,Wrestling,Men's Greco-Roman 60kg,M,,
AIOANI Marian,,Tokyo,ROU,2020,Football,Men Team,M,,
AISAH Windy Cantika,B,Tokyo,INA,2020,Weightlifting,Women's 49kg,F,,
AIT DAOUD Kamel,,Tokyo,ALG,2020,Rowing,Lightweight Men's Double Sculls Team,M,,
AIT OUAGRAM Zied,,Tokyo,MAR,2020,Wrestling,Men's Greco-Roman 77kg,M,,
AIT SAID Samir,,Tokyo,FRA,2020,Artistic Gymnastics,Men's Rings,M,,
AITCHISON Holly,,Tokyo,GBR,2020,Rugby Sevens,Women Team,F,,
AIZAWA Akira,,Tokyo,JPN,2020,Athletics,"Men's 10,000m",M,,
AJOMALE Bolade,B,Tokyo,CAN,2020,Athletics,Men's 4 x 100m Relay Team,M,,
AKAHO Himawari,S,Tokyo,JPN,2020,Basketball,Women Team,F,,
AKGUL Taha,B,Tokyo,TUR,2020,Wrestling,Men's Freestyle 125kg,M,,
AKGUN Omer,,Tokyo,TUR,2020,Shooting,10m Air Rifle Men,M,,
AKGUN Omer,,Tokyo,TUR,2020,Shooting,50m Rifle 3 Positions Men,M,,
AKHAIMOVA Liliia,,Tokyo,ROC,2020,Artistic Gymnastics,Women's All-Around,F,,
AKHAIMOVA Liliia,,Tokyo,ROC,2020,Artistic Gymnastics,Women's Vault,F,,
AKHAIMOVA Liliia,,Tokyo,ROC,2020,Artistic Gymnastics,Women's Uneven Bars,F,,
AKHAIMOVA Liliia,,Tokyo,ROC,2020,Artistic Gymnastics,Women's Balance Beam,F,,
AKHAIMOVA Liliia,,Tokyo,ROC,2020,Artistic Gymnastics,Women's Floor Exercise,F,,
AKHAIMOVA Liliia,G,Tokyo,ROC,2020,Artistic Gymnastics,Women's Team,F,,
AKHMADIEV Ildar,,Tokyo,TJK,2020,Athletics,Men's 100m,M,,
AKHMETOVA Tatyana,,Tokyo,KAZ,2020,Wrestling,Women's Freestyle 53kg,F,,
AKHTAR Muhammad Khalil,,Tokyo,PAK,2020,Shooting,25m Rapid Fire Pistol Men,M,,
AKIMENKO Mikhail,,Tokyo,ROC,2020,Athletics,Men's High Jump,M,,
AKINRADEWO Foluke,G,Tokyo,USA,2020,Volleyball,Women Team,F,,
AKINYI Elizabeth,,Tokyo,KEN,2020,Boxing,Women's Welter (64-69kg),F,,
AKKUS Mihrac,,Tokyo,TUR,2020,Judo,Men -60 kg,M,,
AKMAL Nurul,,Tokyo,INA,2020,Weightlifting,Women's +87kg,F,,
AKMATALIEV Ernazar,,Tokyo,KGZ,2020,Wrestling,Men's Freestyle 65kg,M,,
AKMENS Roberts,,Tokyo,LAT,2020,Canoe Sprint,Men's Kayak Single 200m,M,,
AKOZ Simge Sebnem,,Tokyo,TUR,2020,Volleyball,Women Team,F,,
AKTAS Ugur,B,Tokyo,TUR,2020,Karate,Men's Kumite +75kg,M,,
AL ADAWI Issa Samir Hamed,,Tokyo,OMA,2020,Swimming,Men's 100m Freestyle,M,,
AL AHRACH Ali,,Tokyo,MAR,2020,Equestrian,Jumping Team,M,,
AL AHRACH Ali,,Tokyo,MAR,2020,Equestrian,Jumping Individual,M,,
AL ALAWI Mazoon,,Tokyo,OMA,2020,Athletics,Women's 100m,F,,
AL BAWWAB Yazan,,Tokyo,PLE,2020,Swimming,Men's 100m Freestyle,M,,
AL FAIHAN Abdulrahman,,Tokyo,KUW,2020,Shooting,Trap Men,M,,
AL HARTHI Barakat,,Tokyo,OMA,2020,Athletics,Men's 100m,M,,
AL KHAFAJI Mohammed,,Tokyo,IRQ,2020,Rowing,Men's Single Sculls,M,,
AL KHATRI Hamed,,Tokyo,OMA,2020,Shooting,50m Rifle 3 Positions Men,M,,
AL MANWARI Bashair Obaid,,Tokyo,QAT,2020,Athletics,Women's 100m,F,,
AL OBAIDI Aker,,Tokyo,EOR,2020,Wrestling,Men's Greco-Roman 67kg,M,,
AL RASHEDI Mansour,,Tokyo,KUW,2020,Shooting,Skeet Men,M,,
AL RUMAIHI Mohammed,,Tokyo,QAT,2020,Shooting,Trap Men,M,,
AL YAARI Ahmed,,Tokyo,YEM,2020,Athletics,Men's 400m,M,,
AL YASSIN Mazen Moutan,,Tokyo,KSA,2020,Athletics,Men's 400m,M,,
ALAKHVERDOVI Sakhil,,Tokyo,GEO,2020,Boxing,Men's Fly (48-52kg),M,,
ALAME Haimro,,Tokyo,ISR,2020,Athletics,Men's Marathon,M,,
ALAMIAN Nima,,Tokyo,IRI,2020,Table Tennis,Men's Singles,M,,
ALAMRI Abdulelah,,Tokyo,KSA,2020,Football,Men Team,M,,
ALARIE Elissa,,Tokyo,CAN,2020,Rugby Sevens,Women Team,F,,
ALARZA Fernando,,Tokyo,ESP,2020,Triathlon,Men's Individual,M,,
ALARZA Fernando,,Tokyo,ESP,2020,Triathlon,Mixed Relay Team,M,,
ALBA CASTILLO Rafael Yunier,B,Tokyo,CUB,2020,Taekwondo,Men +80kg,M,,
ALBARRACIN Matias,,Tokyo,ARG,2020,Equestrian,Jumping Team,M,,
ALBARRACIN Matias,,Tokyo,ARG,2020,Equestrian,Jumping Individual,M,,
ALBAWARDI Zaid,,Tokyo,KSA,2020,Football,Men Team,M,,
ALBAYRAK Vedat,,Tokyo,TUR,2020,Judo,Men -81 kg,M,,
ALBERS Felice,G,Tokyo,NED,2020,Hockey,Women Team,F,,
ALBERTARRIO Agustina,S,Tokyo,ARG,2020,Hockey,Women Team,F,,
ALBICY Andrew,S,Tokyo,FRA,2020,Basketball,Men Team,M,,
ALBRECHT Samuel,,Tokyo,BRA,2020,Sailing,Mixed Multihull - Nacra 17 Foiling Team,M,,
ALBRIKAN Feras,,Tokyo,KSA,2020,Football,Men Team,M,,
ALBUKHARI Amin,,Tokyo,KSA,2020,Football,Men Team,M,,
ALDABBAGH Yasmeen,,Tokyo,KSA,2020,Athletics,Women's 100m,F,,
ALDASS Sanda,,Tokyo,EOR,2020,Judo,Women -57 kg,F,,
ALDASS Sanda,,Tokyo,EOR,2020,Judo,Mixed Team,F,,
ALDAWSARI Khalifah,,Tokyo,KSA,2020,Football,Men Team,M,,
ALDAWSARI Salem,,Tokyo,KSA,2020,Football,Men Team,M,,
ALDERSEY Olympia,,Tokyo,AUS,2020,Rowing,Women's Eight Team,F,,
ALEGRE BIOSCA David,,Tokyo,ESP,2020,Hockey,Men Team,M,,
ALEKSANDROVA Ekaterina,,Tokyo,ROC,2020,Tennis,Women's Singles,F,,
ALEKSANDROVA Kseniia,,Tokyo,UZB,2020,Rhythmic Gymnastics,Group All-Around Team,F,,
ALEKSANYAN Artur,S,Tokyo,ARM,2020,Wrestling,Men's Greco-Roman 97kg,M,,
ALEKSIC Maja,B,Tokyo,SRB,2020,Volleyball,Women Team,F,,
ALEKSIC Milan,G,Tokyo,SRB,2020,Water Polo,Men Team,M,,
ALEKSIIVA Maryna,B,Tokyo,UKR,2020,Artistic Swimming,Team,F,,
ALEKSIIVA Vladyslava,B,Tokyo,UKR,2020,Artistic Swimming,Team,F,,
ALEMANNO Maria Grazia,,Tokyo,ITA,2020,Weightlifting,Women's 59kg,F,,
ALEMU Habitam,,Tokyo,ETH,2020,Athletics,Women's 800m,F,,
ALESSIO Simone,,Tokyo,ITA,2020,Taekwondo,Men -80kg,M,,
ALEXANDER Kayla,,Tokyo,CAN,2020,Basketball,Women Team,F,,
ALEXANDRI Anna-Maria,,Tokyo,AUT,2020,Artistic Swimming,Duet Team,F,,
ALEXANDRI Eirini,,Tokyo,AUT,2020,Artistic Swimming,Duet Team,F,,
ALEXIUSSON Agnes,,Tokyo,SWE,2020,Boxing,Women's Light (57-60kg),F,,
ALEXUC CIURARIU Alin,,Tokyo,ROU,2020,Wrestling,Men's Greco-Roman 130kg,M,,
ALFADHEL Abdulrahman,,Tokyo,KUW,2020,Rowing,Men's Single Sculls,M,,
ALFARAJ Salman,,Tokyo,KSA,2020,Football,Men Team,M,,
