name,medal,city,noc,year,sport,event,gender,height,weight
Artur Aleksanyan,S,Paris,ARM,2024,Wrestling,Men's Greco-Roman 97kg,M,,
Malkhas Amoyan,B,Paris,ARM,2024,Wrestling,Men's Greco-Roman 77kg,M,,
Slavik Galstyan,,Paris,ARM,2024,Wrestling,Men's Greco-Roman 67kg,M,,
Arsen Harutyunyan,,Paris,ARM,2024,Wrestling,Men's Freestyle 57kg,M,,
Vazgen Tevanyan,,Paris,ARM,2024,Wrestling,Men's Freestyle 65kg,M,,
Lorena Arenas,,Paris,COL,2024,Athletics,Women's 20km Race Walk,F,,
Lorena Arenas,,Paris,COL,2024,Athletics,Marathon Race Walk Relay Mixed,F,,
McKENZIE Ashley,,Paris,JAM,2024,Judo,Men -60 kg,M,,
Mariam Bass,,Paris,GAM,2024,Athletics,Women's 100m,F,,
Mariam Bass,,Paris,GAM,2024,Athletics,Women's 200m,F,,
Ebrahima Camara,,Paris,GAM,2024,Athletics,Men's 100m,M,,
Lizeth Rueda,,Paris,MEX,2024,Triathlon,Women's Individual,F,,
Maria Tapia,,Paris,MEX,2024,Triathlon,Women's Individual,F,,
Crisanto Grajales,,Paris,MEX,2024,Triathlon,Men's Individual,M,,
Hachim Maaroufou,,Paris,COM,2024,Athletics,Men's 100m,M,,
Maesha Saadi,,Paris,COM,2024,Swimming,Women's 50m Freestyle,F,,
Nuria Diosdado,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Nuria Diosdado,,Paris,MEX,2024,Artistic Swimming,Duet,F,,
Joana Jimenez,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Joana Jimenez,,Paris,MEX,2024,Artistic Swimming,Duet,F,,
Jessica Sobrino,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Regina Alferez,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Fernanda Arellano,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Pamela Toscano,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Itzamary Gonzalez,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Samanta Rodriguez,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Glenda Inzunza,,Paris,MEX,2024,Artistic Swimming,Team,F,,
Sajjad Sehen,,Paris,IRQ,2024,Judo,Men -81 kg,M,,
Yusur Rubaiawi,,Paris,IRQ,2024,Weightlifting,Men's +102kg,M,,
Mohamed Ismail,,Paris,DJI,2024,Athletics,Men's 5000m,M,,
Ibrahim Hassan,,Paris,DJI,2024,Athletics,Men's Marathon,M,,
Abdi Waiss,,Paris,DJI,2024,Athletics,Men's 5000m,M,,
Samiyah Hassan,,Paris,DJI,2024,Athletics,Women's 5000m,F,,
Houmed Houssein,,Paris,DJI,2024,Swimming,Men's 50m Freestyle,M,,
Andy Barat,,Paris,COM,2024,Canoe Slalom,Men's Kayak Single,M,,
Andy Barat,,Paris,COM,2024,Canoe Slalom,Men's Kayak Cross,M,,
Angel Martinez,,Paris,MEX,2024,Boxing,Men's 63.5kg,M,,
Alonso Verde,S,Paris,MEX,2024,Boxing,Men's 71kg,M,,
Alegna Gonzalez,,Paris,MEX,2024,Athletics,Women's 20km Race Walk,F,,
Alegna Gonzalez,,Paris,MEX,2024,Athletics,Marathon Race Walk Relay Mixed,F,,
Tonatiu Lopez,,Paris,MEX,2024,Athletics,Men's 800m,M,,
Erick Portillo,,Paris,MEX,2024,Athletics,Men's High Jump,M,,
Uziel Munoz,,Paris,MEX,2024,Athletics,Men's Shot Put,M,,
del Diego,,Paris,MEX,2024,Athletics,Men's Hammer Throw,M,,
Luis Doctor,,Paris,MEX,2024,Athletics,Men's 20km Race Walk,M,,
Paola Moran,,Paris,MEX,2024,Athletics,Women's 400m,F,,
Laura Galvan,,Paris,MEX,2024,Athletics,Women's 5000m,F,,
Delia Cortes,,Paris,MEX,2024,Athletics,Women's 5000m,F,,
Citlali Cristian,,Paris,MEX,2024,Athletics,Women's Marathon,F,,
Jair Palma,,Paris,MEX,2024,Athletics,Marathon Race Walk Relay Mixed,M,,
Elena Oetling,,Paris,MEX,2024,Sailing,Women's Dinghy,F,,
Mariana Aguilar,,Paris,MEX,2024,Sailing,Women's Windsurfing,F,,
Kenia Lechuga,,Paris,MEX,2024,Rowing,Women's Single Sculls,F,,
Alexis Lopez,,Paris,MEX,2024,Rowing,Lightweight Men's Double Sculls,M,,
Miguel Carballo,,Paris,MEX,2024,Rowing,Lightweight Men's Double Sculls,M,,
Luisa Blanco,,Paris,COL,2024,Artistic Gymnastics,Women,F,,
Luisa Blanco,,Paris,COL,2024,Artistic Gymnastics,Women's All-Around,F,,
Luisa Blanco,,Paris,COL,2024,Artistic Gymnastics,Women's Balance Beam,F,,
Luisa Blanco,,Paris,COL,2024,Artistic Gymnastics,Women's Floor Exercise,F,,
Luisa Blanco,,Paris,COL,2024,Artistic Gymnastics,Women's Uneven Bars,F,,
Luisa Blanco,,Paris,COL,2024,Artistic Gymnastics,Women's Vault,F,,
Randal Willars,,Paris,MEX,2024,Diving,Men's 10m Platform,M,,
Randal Willars,,Paris,MEX,2024,Diving,Men's Synchronised 10m Platform,M,,
Kevin Berlin,,Paris,MEX,2024,Diving,Men's 10m Platform,M,,
Kevin Berlin,,Paris,MEX,2024,Diving,Men's Synchronised 10m Platform,M,,
Alejandra Orozco,,Paris,MEX,2024,Diving,Women's 10m Platform,F,,
Alejandra Orozco,,Paris,MEX,2024,Diving,Women's Synchronised 10m Platform,F,,
Gabriela Agundez,,Paris,MEX,2024,Diving,Women's 10m Platform,F,,
Gabriela Agundez,,Paris,MEX,2024,Diving,Women's Synchronised 10m Platform,F,,
Osmar Olvera,B,Paris,MEX,2024,Diving,Men's 3m Springboard,M,,
Osmar Olvera,S,Paris,MEX,2024,Diving,Men's Synchronised 3m Springboard,M,,
Eugenio Garza,,Paris,MEX,2024,Equestrian,Jumping Individual,M,,
Eugenio Garza,,Paris,MEX,2024,Equestrian,Jumping Team,M,,
Federico Fernandez,,Paris,MEX,2024,Equestrian,Jumping Individual,M,,
Federico Fernandez,,Paris,MEX,2024,Equestrian,Jumping Team,M,,
de Alejandro,,Paris,MEX,2024,Swimming,Men's 100m Breaststroke,M,,
de Alejandro,,Paris,MEX,2024,Swimming,Men's 200m Breaststroke,M,,
Alexa Moreno,,Paris,MEX,2024,Artistic Gymnastics,Women,F,,
Alexa Moreno,,Paris,MEX,2024,Artistic Gymnastics,Women's All-Around,F,,
Alexa Moreno,,Paris,MEX,2024,Artistic Gymnastics,Women's Balance Beam,F,,
Alexa Moreno,,Paris,MEX,2024,Artistic Gymnastics,Women's Floor Exercise,F,,
Alexa Moreno,,Paris,MEX,2024,Artistic Gymnastics,Women's Uneven Bars,F,,
Alexa Moreno,,Paris,MEX,2024,Artistic Gymnastics,Women's Vault,F,,
Ahtziri Sandoval,,Paris,MEX,2024,Artistic Gymnastics,Women,F,,
Ahtziri Sandoval,,Paris,MEX,2024,Artistic Gymnastics,Women's All-Around,F,,
Ahtziri Sandoval,,Paris,MEX,2024,Artistic Gymnastics,Women's Balance Beam,F,,
Ahtziri Sandoval,,Paris,MEX,2024,Artistic Gymnastics,Women's Floor Exercise,F,,
Ahtziri Sandoval,,Paris,MEX,2024,Artistic Gymnastics,Women's Uneven Bars,F,,
Ahtziri Sandoval,,Paris,MEX,2024,Artistic Gymnastics,Women's Vault,F,,
Sofia Flores,,Paris,MEX,2024,Rhythmic Gymnastics,Group All-Around,F,,
Kimberly Salazar,,Paris,MEX,2024,Rhythmic Gymnastics,Group All-Around,F,,
Adirem Tejeda,,Paris,MEX,2024,Rhythmic Gymnastics,Group All-Around,F,,
Dalia Alcocer,,Paris,MEX,2024,Rhythmic Gymnastics,Group All-Around,F,,
Julia Gutierrez,,Paris,MEX,2024,Rhythmic Gymnastics,Group All-Around,F,,
Emiliano Hernandez,,Paris,MEX,2024,Modern Pentathlon,Men's Individual,M,,
Duilio Carrillo,,Paris,MEX,2024,Modern Pentathlon,Men's Individual,M,,
Mayan Oliver,,Paris,MEX,2024,Modern Pentathlon,Women's Individual,F,,
Carlos Sansores,,Paris,MEX,2024,Taekwondo,Men +80kg,M,,
Paola Souza,,Paris,MEX,2024,Taekwondo,Women -49kg,F,,
Alan Cleland,,Paris,MEX,2024,Surfing,Men,M,,
Aram Grigorian,,Paris,UAE,2024,Judo,Men -90 kg,M,,
Dzhafar Kostoev,,Paris,UAE,2024,Judo,Men -100 kg,M,,
Magomedomar Magomedomarov,,Paris,UAE,2024,Judo,Men +100 kg,M,,
Nugzari Tatalashvili,,Paris,UAE,2024,Judo,Men -81 kg,M,,
Khorloodoi Bishrelt,,Paris,UAE,2024,Judo,Women -52 kg,F,,
Alexandre Houssein,,Paris,DJI,2024,Judo,Men -73 kg,M,,
Safia Al,,Paris,UAE,2024,Cycling Road,Women's Road Race,F,,
Alejandra Valencia,,Paris,MEX,2024,Archery,Women's Individual,F,,
Alejandra Valencia,B,Paris,MEX,2024,Archery,Women's Team,F,,
Alejandra Valencia,,Paris,MEX,2024,Archery,Mixed Team,F,,
Angela Ruiz,,Paris,MEX,2024,Archery,Women's Individual,F,,
Angela Ruiz,B,Paris,MEX,2024,Archery,Women's Team,F,,
Matias Grande,,Paris,MEX,2024,Archery,Men's Individual,M,,
Matias Grande,,Paris,MEX,2024,Archery,Men's Team,M,,
Matias Grande,,Paris,MEX,2024,Archery,Mixed Team,M,,
Marcela Prieto,,Paris,MEX,2024,Cycling Road,Women's Road Race,F,,
Ismael Ramirez,,Paris,MEX,2024,Shooting,10m Air Rifle Men,M,,
Ismael Ramirez,,Paris,MEX,2024,Shooting,10m Air Rifle Mixed Team,M,,
Gabriela Rodriguez,,Paris,MEX,2024,Shooting,Skeet Women,F,,
Alejandra Zavala,,Paris,MEX,2024,Shooting,10m Air Pistol Women,F,,
Alejandra Zavala,,Paris,MEX,2024,Shooting,25m Pistol Women,F,,
Carlos Quezada,,Paris,MEX,2024,Shooting,10m Air Rifle Men,M,,
Carlos Quezada,,Paris,MEX,2024,Shooting,50m Rifle 3 Positions Men,M,,
Michell Penaflor,,Paris,MEX,2024,Triathlon,Men's Individual,M,,
Sofia Reinoso,,Paris,MEX,2024,Canoe Slalom,Women's Kayak Single,F,,
Sofia Reinoso,,Paris,MEX,2024,Canoe Slalom,Women's Kayak Cross,F,,
Beatriz Briones,,Paris,MEX,2024,Canoe Sprint,Women's Kayak Single 500m,F,,
Beatriz Briones,,Paris,MEX,2024,Canoe Sprint,Women's Kayak Double 500m,F,,
Karina Alanis,,Paris,MEX,2024,Canoe Sprint,Women's Kayak Single 500m,F,,
Karina Alanis,,Paris,MEX,2024,Canoe Sprint,Women's Kayak Double 500m,F,,
Natalia Linares,,Paris,COL,2024,Athletics,Women's Long Jump,F,,
Ronal Longa,,Paris,COL,2024,Athletics,Men's 100m,M,,
Denis Ruiz,,Paris,COL,2024,Athletics,Women's Javelin Throw,F,,
Angie Orjuela,,Paris,COL,2024,Athletics,Women's Marathon,F,,
Tatiana Renteria,B,Paris,COL,2024,Wrestling,Women's Freestyle 76kg,F,,
Paola Valdes,,Paris,COL,2024,Boxing,Women's 60kg,F,,
Valeria Arboleda,,Paris,COL,2024,Boxing,Women's 57kg,F,,
Victor Bolanos,,Paris,COL,2024,Sailing,Men's Kite,M,,
Samyar Abdoli,,Paris,IRI,2024,Swimming,Men's 100m Freestyle,M,,
Asimenye Simwaka,,Paris,MAW,2024,Athletics,Women's 100m,F,,
Aziz Al,,Paris,UAE,2024,Equestrian,Jumping Individual,M,,
Aziz Al,,Paris,UAE,2024,Equestrian,Jumping Team,M,,
Franco Serrano,,Paris,ARG,2024,Modern Pentathlon,Men's Individual,M,,
Saadi Kumel,,Paris,IRQ,2024,Football,Men,M,,
Imam Josef,,Paris,IRQ,2024,Football,Men,M,,
Abdulameer Muntadher,,Paris,IRQ,2024,Football,Men,M,,
Mohammed Muntadher,,Paris,IRQ,2024,Football,Men,M,,
Maximilian Maeder,B,Paris,SGP,2024,Sailing,Men's Kite,M,,
Ryan Lo,,Paris,SGP,2024,Sailing,Men's Dinghy,M,,
Letitia Sim,,Paris,SGP,2024,Swimming,Women's 100m Breaststroke,F,,
Letitia Sim,,Paris,SGP,2024,Swimming,Women's 200m Breaststroke,F,,
Letitia Sim,,Paris,SGP,2024,Swimming,Women's 4 x 100m Medley Relay,F,,
Jin Tan,,Paris,SGP,2024,Swimming,Men's 100m Freestyle,M,,
Jin Tan,,Paris,SGP,2024,Swimming,Men's 50m Freestyle,M,,
Shanti Pereira,,Paris,SGP,2024,Athletics,Women's 100m,F,,
Shanti Pereira,,Paris,SGP,2024,Athletics,Women's 200m,F,,
Tahseen Zaid,,Paris,IRQ,2024,Football,Men,M,,
Amer Hussein,,Paris,IRQ,2024,Football,Men,M,,
Rhodict Anak,,Paris,MAS,2024,Diving,Men's 10m Platform,M,,
Lawend Hussein,,Paris,IRQ,2024,Football,Men,M,,
Johnathan Wong,,Paris,MAS,2024,Shooting,10m Air Pistol Men,M,,
Aisyah Mohamad,,Paris,MAS,2024,Cycling Road,Women's Road Race,F,,
Shazrin Mohamad,,Paris,MAS,2024,Sailing,Women's Dinghy,F,,
Jasim Ali,,Paris,IRQ,2024,Football,Men,M,,
Saad Karrar,,Paris,IRQ,2024,Football,Men,M,,
Mohammed Karrar,,Paris,IRQ,2024,Football,Men,M,,
Mohammed Nihad,,Paris,IRQ,2024,Football,Men,M,,
Camil Doua,,Paris,MTN,2024,Swimming,Men's 50m Freestyle,M,,
Caroline Chew,,Paris,SGP,2024,Equestrian,Dressage Individual,F,,
Margarita Hernandez,,Paris,MEX,2024,Athletics,Women's Marathon,F,,
Arian Salimi,G,Paris,IRI,2024,Taekwondo,Men +80kg,M,,
Mehran Barkhordari,S,Paris,IRI,2024,Taekwondo,Men -80kg,M,,
Mobina Nematzadeh,B,Paris,IRI,2024,Taekwondo,Women -49kg,F,,
Nahid Kiyanichandeh,S,Paris,IRI,2024,Taekwondo,Women -57kg,F,,
Adam Mpali,,Paris,GAB,2024,Swimming,Men's 50m Freestyle,M,,
Naima-zahra Amison,,Paris,DJI,2024,Swimming,Women's 50m Freestyle,F,,
Paulo Strehlke,,Paris,MEX,2024,Marathon Swimming,Men's 10km,M,,
Martha Sandoval,,Paris,MEX,2024,Marathon Swimming,Women's 10km,F,,
Alejandra Estudillo,,Paris,MEX,2024,Diving,Women's 3m Springboard,F,,
Manuel Celaya,S,Paris,MEX,2024,Diving,Men's Synchronised 3m Springboard,M,,
Aranza Vazquez,,Paris,MEX,2024,Diving,Women's 3m Springboard,F,,
Reza Alipour,,Paris,IRI,2024,Sport Climbing,Men's Speed,M,,
Nima Alamian,,Paris,IRI,2024,Table Tennis,Men's Singles,M,,
Noshad Alamiyan,,Paris,IRI,2024,Table Tennis,Men's Singles,M,,
Hussein Yaseen,,Paris,IRQ,2024,Athletics,Men's 100m,M,,
Tulika Maan,,Paris,IND,2024,Judo,Women +78 kg,F,,
Abraham Ancer,,Paris,MEX,2024,Golf,Men's Individual Stroke Play,M,,
Shubhankar Sharma,,Paris,IND,2024,Golf,Men's Individual Stroke Play,M,,
Gaganjeet Bhullar,,Paris,IND,2024,Golf,Men's Individual Stroke Play,M,,
Ermias Girma,,Paris,ETH,2024,Athletics,Men's 1500m,M,,
Carlos Rojas,,Paris,MEX,2024,Archery,Men's Individual,M,,
Carlos Rojas,,Paris,MEX,2024,Archery,Men's Team,M,,
Bruno Martinez,,Paris,MEX,2024,Archery,Men's Individual,M,,
Bruno Martinez,,Paris,MEX,2024,Archery,Men's Team,M,,
Ana Vazquez,,Paris,MEX,2024,Archery,Women's Individual,F,,
Ana Vazquez,B,Paris,MEX,2024,Archery,Women's Team,F,,
Edgar Rivera,,Paris,MEX,2024,Athletics,Men's High Jump,M,,
Cecilia Tamayo-garza,,Paris,MEX,2024,Athletics,Women's 100m,F,,
Cecilia Tamayo-garza,,Paris,MEX,2024,Athletics,Women's 200m,F,,
Habitam Alemu,,Paris,ETH,2024,Athletics,Women's 800m,F,,
Worknesh Mesele,,Paris,ETH,2024,Athletics,Women's 800m,F,,
Tsige Duguma,S,Paris,ETH,2024,Athletics,Women's 800m,F,,
Aditi Ashok,,Paris,IND,2024,Golf,Women's Individual Stroke Play,F,,
Diksha Dagar,,Paris,IND,2024,Golf,Women's Individual Stroke Play,F,,
Abdisa Fayisa,,Paris,ETH,2024,Athletics,Men's 1500m,M,,
Ilse Guerrero,,Paris,MEX,2024,Athletics,Women's 20km Race Walk,F,,
Noel Chama,,Paris,MEX,2024,Athletics,Men's 20km Race Walk,M,,
Ricardo Ortiz,,Paris,MEX,2024,Athletics,Men's 20km Race Walk,M,,
Neda Shahsavari,,Paris,IRI,2024,Table Tennis,Women's Singles,F,,
Mobina Fallah,,Paris,IRI,2024,Archery,Women's Individual,F,,
Yew Loh,,Paris,SGP,2024,Badminton,Men's Singles,M,,
Terry Hee,,Paris,SGP,2024,Badminton,Mixed Doubles,M,,
Jessica Tan,,Paris,SGP,2024,Badminton,Mixed Doubles,F,,
Min Yeo,,Paris,SGP,2024,Badminton,Women's Singles,F,,
Ali Labib,,Paris,IRI,2024,Cycling Road,Men's Road Race,M,,
Farzaneh Fasihi,,Paris,IRI,2024,Athletics,Women's 100m,F,,
Hassan Taftian,,Paris,IRI,2024,Athletics,Men's 100m,M,,
Balraj Panwar,,Paris,IND,2024,Rowing,Men's Single Sculls,M,,
Shanieka Ricketts,S,Paris,JAM,2024,Athletics,Women's Triple Jump,F,,
Naquille Harris,,Paris,SKN,2024,Athletics,Men's 100m,M,,
Ali Davoudi,,Paris,IRI,2024,Weightlifting,Men's +102kg,M,,
Mostafa Javadi,,Paris,IRI,2024,Weightlifting,Men's 89kg,M,,
Diribe Welteji,,Paris,ETH,2024,Athletics,Women's 1500m,F,,
Birke Haylom,,Paris,ETH,2024,Athletics,Women's 1500m,F,,
Freweyni Hailu,,Paris,ETH,2024,Athletics,Women's 5000m,F,,
Ali Aghamirzaeijenaghard,,Paris,IRI,2024,Canoe Sprint,Men's Kayak Single 1000m,M,,
Freddy Mayala,,Paris,CGO,2024,Swimming,Men's 50m Freestyle,M,,
Berihu Aregawi,S,Paris,ETH,2024,Athletics,"Men's 10,000m",M,,
Yomif Kejelcha,,Paris,ETH,2024,Athletics,"Men's 10,000m",M,,
Hagos Gebrhiwet,,Paris,ETH,2024,Athletics,Men's 5000m,M,,
Vanessa Bobimbo,,Paris,CGO,2024,Swimming,Women's 50m Freestyle,F,,
Natacha Ngoye,,Paris,CGO,2024,Athletics,Women's 100m,F,,
Chanu Saikhom,,Paris,IND,2024,Weightlifting,Women's 49kg,F,,
Selemon Barega,,Paris,ETH,2024,Athletics,"Men's 10,000m",M,,
Samuel Tefera,,Paris,ETH,2024,Athletics,Men's 1500m,M,,
Addisu Yihune,,Paris,ETH,2024,Athletics,Men's 5000m,M,,
Biniam Mehary,,Paris,ETH,2024,Athletics,Men's 5000m,M,,
Ejgayehu Taye,,Paris,ETH,2024,Athletics,Women's 5000m,F,,
Medina Eisa,,Paris,ETH,2024,Athletics,Women's 5000m,F,,
Tsigie Gebreselama,,Paris,ETH,2024,Athletics,"Women's 10,000m",F,,
Jian Zeng,,Paris,SGP,2024,Table Tennis,Women's Singles,F,,
Izaac Quek,,Paris,SGP,2024,Table Tennis,Men's Singles,M,,
Jerome Vega,,Paris,PUR,2024,Athletics,Men's Hammer Throw,M,,
Ayden Owens-delerme,,Paris,PUR,2024,Athletics,Men's Decathlon,M,,
de Rachelle,,Paris,PUR,2024,Athletics,Women's 20km Race Walk,F,,
Gabby Scott,,Paris,PUR,2024,Athletics,Women's 400m,F,,
Nicholas D'amour,,Paris,ISV,2024,Archery,Men's Individual,M,,
Luis Castro,,Paris,PUR,2024,Athletics,Men's High Jump,M,,
Macarena Ceballos,,Paris,ARG,2024,Swimming,Women's 100m Breaststroke,F,,
Macarena Ceballos,,Paris,ARG,2024,Swimming,Women's 200m Breaststroke,F,,
Jasmine Camacho-quinn,B,Paris,PUR,2024,Athletics,Women's 100m Hurdles,F,,
Luc Chevrier,,Paris,LCA,2024,Sailing,Men's Dinghy,M,,
Luis Fernandez,,Paris,PUR,2024,Sailing,Men's Dinghy,M,,
C Rivera,B,Paris,PUR,2024,Wrestling,Men's Freestyle 65kg,M,,
Ashleyann Lozada,,Paris,PUR,2024,Boxing,Women's 57kg,F,,
Celia Pulido,,Paris,MEX,2024,Swimming,Women's 100m Backstroke,F,,
Jaheel Hyde,,Paris,JAM,2024,Athletics,Men's 400m Hurdles,M,,
Jorge Iga,,Paris,MEX,2024,Swimming,Men's 100m Freestyle,M,,
Jorge Iga,,Paris,MEX,2024,Swimming,Men's 200m Freestyle,M,,
Agostina Hein,,Paris,ARG,2024,Swimming,Women's 400m Freestyle,F,,
Agostina Hein,,Paris,ARG,2024,Swimming,Women's 800m Freestyle,F,,
Mathlynn Sasser,,Paris,MHL,2024,Weightlifting,Women's 59kg,F,,
Kayla Hepler,,Paris,MHL,2024,Swimming,Women's 50m Freestyle,F,,
Philli Kinono,,Paris,MHL,2024,Swimming,Men's 50m Freestyle,M,,
Ramon Garrido,,Paris,MEX,2024,Badminton,Men's Singles,M,,
Paulina Martinez,,Paris,MEX,2024,Judo,Women -52 kg,F,,
Prisca Awiti,S,Paris,MEX,2024,Judo,Women -63 kg,F,,
Nabi Rezaei,,Paris,IRI,2024,Canoe Sprint,Men's Canoe Single 1000m,M,,
Saadoon Mustafa,,Paris,IRQ,2024,Football,Men,M,,
Julien Alfred,G,Paris,LCA,2024,Athletics,Women's 100m,F,,
Julien Alfred,S,Paris,LCA,2024,Athletics,Women's 200m,F,,
Michael Joseph,,Paris,LCA,2024,Athletics,Men's 400m,M,,
Amyn Youssef,,Paris,IRQ,2024,Football,Men,M,,
Gudaf Tsegay,,Paris,ETH,2024,Athletics,"Women's 10,000m",F,,
Gudaf Tsegay,,Paris,ETH,2024,Athletics,Women's 1500m,F,,
Gudaf Tsegay,,Paris,ETH,2024,Athletics,Women's 5000m,F,,
Julyana Alsadeq,,Paris,JOR,2024,Taekwondo,Women -67kg,F,,
Fotyen Tesfay,,Paris,ETH,2024,Athletics,"Women's 10,000m",F,,
Fatemeh Mojallaltopraghghale,,Paris,IRI,2024,Rowing,Women's Single Sculls,F,,
Saleh Elsharabaty,,Paris,JOR,2024,Taekwondo,Men -80kg,M,,
Said Al,,Paris,OMA,2024,Shooting,Trap Men,M,,
Hamed Al,,Paris,OMA,2024,Swimming,Men's 100m Freestyle,M,,
Zaid Kareem,S,Paris,JOR,2024,Taekwondo,Men -68kg,M,,
Vishnu Saravanan,,Paris,IND,2024,Sailing,Men's Dinghy,M,,
Nethra Kumanan,,Paris,IND,2024,Sailing,Women's Dinghy,F,,
Ulises Saravia,,Paris,ARG,2024,Swimming,Men's 100m Backstroke,M,,
Florencia Borelli,,Paris,ARG,2024,Athletics,Women's Marathon,F,,
Belen Casetta,,Paris,ARG,2024,Athletics,Women's 3000m Steeplechase,F,,
Joaquin Gomez,,Paris,ARG,2024,Athletics,Men's Hammer Throw,M,,
Elian Larregina,,Paris,ARG,2024,Athletics,Men's 400m,M,,
Nazareno Sasia,,Paris,ARG,2024,Athletics,Men's Shot Put,M,,
Kwabla Gadayi,,Paris,GHA,2024,Athletics,Men's 4 x 100m Relay,M,,
Jamaud Odlum-smith,,Paris,LCA,2024,Swimming,Men's 100m Freestyle,M,,
Ahmed Abuzriba,,Paris,LBA,2024,Weightlifting,Men's 102kg,M,,
Mohamed Bukrah,,Paris,LBA,2024,Rowing,Men's Single Sculls,M,,
Ali Boudina,,Paris,ALG,2024,Rowing,Men's Single Sculls,M,,
Federico Gil,,Paris,ARG,2024,Shooting,Skeet Men,M,,
Julian Gutierrez,,Paris,ARG,2024,Shooting,10m Air Rifle Men,M,,
Julian Gutierrez,,Paris,ARG,2024,Shooting,10m Air Rifle Mixed Team,M,,
Fernanda Russo,,Paris,ARG,2024,Shooting,10m Air Rifle Women,F,,
Fernanda Russo,,Paris,ARG,2024,Shooting,10m Air Rifle Mixed Team,F,,
Jordan Crooks,,Paris,CAY,2024,Swimming,Men's 100m Freestyle,M,,
Jordan Crooks,,Paris,CAY,2024,Swimming,Men's 50m Freestyle,M,,
Eugenia Bosco,S,Paris,ARG,2024,Sailing,Mixed Multihull,F,,
Chiara Ferretti,,Paris,ARG,2024,Sailing,Women's Windsurfing,F,,
Mateo Majdalani,S,Paris,ARG,2024,Sailing,Mixed Multihull,M,,
Francisco Cruz,,Paris,ARG,2024,Sailing,Men's Windsurfing,M,,
Catalina Turienzo,,Paris,ARG,2024,Sailing,Women's Kite,F,,
Chelsea Edghill,,Paris,GUY,2024,Table Tennis,Women's Singles,F,,
Prithviraj Tondaiman,,Paris,IND,2024,Shooting,Trap Men,M,,
Swapnil Kusale,B,Paris,IND,2024,Shooting,50m Rifle 3 Positions Men,M,,
Manika Batra,,Paris,IND,2024,Table Tennis,Women's Singles,F,,
Manika Batra,,Paris,IND,2024,Table Tennis,Women's Team,F,,
Vikash Thakkar,,Paris,IND,2024,Table Tennis,Men's Team,M,,
Alina Zmushka,,Paris,AIN,2024,Swimming,Women's 100m Breaststroke,F,,
Alina Zmushka,,Paris,AIN,2024,Swimming,Women's 200m Breaststroke,F,,
Sreeja Akula,,Paris,IND,2024,Table Tennis,Women's Singles,F,,
Sreeja Akula,,Paris,IND,2024,Table Tennis,Women's Team,F,,
Maheshwari Chauhan,,Paris,IND,2024,Shooting,Skeet Women,F,,
Maheshwari Chauhan,,Paris,IND,2024,Shooting,Skeet Mixed Team,F,,
Ilya Shymanovich,,Paris,AIN,2024,Swimming,Men's 100m Breaststroke,M,,
Kamal Achanta,,Paris,IND,2024,Table Tennis,Men's Singles,M,,
Kamal Achanta,,Paris,IND,2024,Table Tennis,Men's Team,M,,
Anastasiya Shkurdai,,Paris,AIN,2024,Swimming,Women's 100m Backstroke,F,,
Anastasiya Shkurdai,,Paris,AIN,2024,Swimming,Women's 200m Backstroke,F,,
Anjum Moudgil,,Paris,IND,2024,Shooting,50m Rifle 3 Positions Women,F,,
Shreyasi Singh,,Paris,IND,2024,Shooting,Trap Women,F,,
Manu Bhaker,B,Paris,IND,2024,Shooting,10m Air Pistol Women,F,,
Manu Bhaker,,Paris,IND,2024,Shooting,25m Pistol Women,F,,
Manu Bhaker,B,Paris,IND,2024,Shooting,10m Air Pistol Mixed Team,F,,
Yauheni Zalaty,S,Paris,AIN,2024,Rowing,Men's Single Sculls,M,,
Elavenil Valarivan,,Paris,IND,2024,Shooting,10m Air Rifle Women,F,,
Elavenil Valarivan,,Paris,IND,2024,Shooting,10m Air Rifle Mixed Team,F,,
Harmeet Desai,,Paris,IND,2024,Table Tennis,Men's Singles,M,,
Harmeet Desai,,Paris,IND,2024,Table Tennis,Men's Team,M,,
Girish Kamath,,Paris,IND,2024,Table Tennis,Women's Team,F,,
Aphenie Greene,,Paris,VIN,2024,Swimming,Women's 50m Freestyle,F,,
Alex Joachim,,Paris,VIN,2024,Swimming,Men's 50m Freestyle,M,,
Agustina Albertarrio,B,Paris,ARG,2024,Hockey,Women,F,,
Agostina Alonso,B,Paris,ARG,2024,Hockey,Women,F,,
Maria Campoy,B,Paris,ARG,2024,Hockey,Women,F,,
Sofia Cairo,B,Paris,ARG,2024,Hockey,Women,F,,
Lara Casas,B,Paris,ARG,2024,Hockey,Women,F,,
Juana Castellaro,B,Paris,ARG,2024,Hockey,Women,F,,
Cristina Cosentino,B,Paris,ARG,2024,Hockey,Women,F,,
Agustina Gorzelany,B,Paris,ARG,2024,Hockey,Women,F,,
Maria Granatto,B,Paris,ARG,2024,Hockey,Women,F,,
Julieta Jankunas,B,Paris,ARG,2024,Hockey,Women,F,,
