athlete_id,age,team_id,game_id,sport_id,event_id,medal
15,22,350,6,9,19,
15,22,350,6,9,20,
32,23,742,6,7,48,
39,33,742,6,24,56,
39,33,742,6,24,57,
39,33,742,6,24,58,
42,25,1027,6,11,61,G
414,26,1012,6,7,117,
416,19,1012,6,7,68,B
416,19,1012,6,7,181,S
418,22,350,6,18,229,
505,25,399,6,7,224,
520,27,413,6,7,68,
521,21,742,6,13,41,G
577,23,1012,6,7,163,
577,23,1012,6,7,274,
767,NA,399,6,24,56,
767,NA,399,6,24,106,
774,30,602,6,13,22,
774,30,602,6,13,41,
776,49,362,6,14,307,
778,20,477,6,20,43,
807,22,1096,6,7,317,S
807,22,1096,6,7,318,B
818,31,1096,6,26,325,
818,31,1096,6,26,326,
818,31,1096,6,26,327,
818,31,1096,6,26,328,G
836,27,1096,6,7,48,
836,27,1096,6,7,317,G
836,27,1096,6,7,318,S
836,27,1096,6,7,181,
968,16,71,6,9,294,
968,16,71,6,9,231,B
972,21,162,6,11,61,
974,45,1012,6,25,295,
974,45,1012,6,25,297,
974,45,1012,6,25,298,G
977,19,1012,6,30,84,G
977,19,1012,6,30,365,G
978,15,1012,6,30,361,
1047,29,874,6,33,110,
1049,22,96,6,7,104,
1049,22,96,6,7,148,
1065,44,1012,6,25,362,
1066,20,1012,6,7,48,
1335,19,430,6,22,98,
1347,24,1012,6,7,142,
1348,24,1012,6,18,410,S
1424,26,597,6,11,61,B
1428,20,350,6,7,29,
1428,20,350,6,7,418,
1475,24,874,6,7,424,
1531,30,415,6,32,430,S
1531,30,413,6,32,364,
1628,25,1012,6,18,280,
1668,19,874,6,13,21,
1677,21,874,6,3,3,
1706,20,874,6,18,280,
2223,NA,507,6,24,56,
2223,NA,507,6,24,153,
2223,NA,507,6,24,106,
2243,24,362,6,29,75,
2243,24,362,6,29,76,
2462,35,198,6,26,155,
2462,35,198,6,26,475,
2462,35,198,6,26,326,
2462,35,198,6,26,327,
2539,27,874,6,32,93,
2569,NA,413,6,24,56,
2569,NA,413,6,24,57,
2643,20,457,6,11,483,B
2724,19,955,6,22,486,
2840,21,1096,6,7,68,
2882,30,751,6,22,498,G
2998,20,1012,6,7,181,B
3004,26,430,6,22,98,
3005,30,874,6,33,110,
3073,19,874,6,7,224,
3102,18,507,6,7,424,B
3185,24,955,6,22,98,
3348,21,399,6,7,50,
3348,21,399,6,7,518,
3413,31,413,6,24,57,
3522,44,413,6,24,56,
3522,44,413,6,24,57,
3551,32,430,6,22,98,
3554,26,742,6,13,286,B
3687,30,273,6,18,229,
3696,20,273,6,13,21,
3696,20,273,6,13,41,B
3727,22,742,6,3,3,
3735,22,273,6,13,41,B
3745,23,742,6,7,501,
3745,23,742,6,7,502,
3747,24,399,6,18,280,
3749,26,742,6,13,286,B
3765,44,273,6,26,372,B
3765,44,273,6,26,328,
3771,28,273,6,13,286,S
3778,18,742,6,30,84,
3778,18,742,6,30,365,
3794,25,413,6,7,104,
3794,25,413,6,7,148,
3812,25,1096,6,26,539,
3812,25,1096,6,26,540,
3840,23,413,6,7,101,
3841,21,1096,6,7,50,
3891,30,1012,6,4,4,G
